lab,subid,subid_unique,trial_order,trial_num,trial_type,stimulus_num,method,age_days,age_mo,age_group,nae,gender,second_session,looking_time,missing
babylabbrookes,mb30,babylabbrookes:mb30,1,1,IDS,1,singlescreen,105,3.4496919917864477,3-6 mo,FALSE,M,FALSE,12.22,FALSE
babylabbrookes,mb31,babylabbrookes:mb31,2,1,ADS,1,singlescreen,139,4.566735112936345,3-6 mo,FALSE,M,FALSE,18,FALSE
babylabbrookes,mb35,babylabbrookes:mb35,1,1,IDS,1,singlescreen,188,6.176591375770021,6-9 mo,FALSE,F,FALSE,9.87,FALSE
babylabbrookes,mb36,babylabbrookes:mb36,3,1,IDS,5,singlescreen,216,7.096509240246407,6-9 mo,FALSE,F,FALSE,8.88,FALSE
babylabbrookes,mb37,babylabbrookes:mb37,1,1,IDS,1,singlescreen,97,3.186858316221766,3-6 mo,FALSE,F,FALSE,9.25,FALSE
babylabbrookes,mb38,babylabbrookes:mb38,2,1,ADS,1,singlescreen,175,5.749486652977413,3-6 mo,FALSE,M,FALSE,7.6,FALSE
babylabbrookes,mb41,babylabbrookes:mb41,3,1,IDS,5,singlescreen,161,5.28952772073922,3-6 mo,FALSE,M,FALSE,5.11,FALSE
babylabbrookes,mb42,babylabbrookes:mb42,2,1,ADS,1,singlescreen,228,7.490759753593429,6-9 mo,FALSE,M,FALSE,17.36,FALSE
babylabbrookes,mb45,babylabbrookes:mb45,1,1,IDS,1,singlescreen,212,6.965092402464066,6-9 mo,FALSE,M,FALSE,17.15,FALSE
babylabbrookes,mb46,babylabbrookes:mb46,1,1,IDS,1,singlescreen,445,14.620123203285422,12-15 mo,FALSE,F,FALSE,17.44,FALSE
babylabbrookes,mb48,babylabbrookes:mb48,4,1,ADS,5,singlescreen,269,8.837782340862423,6-9 mo,FALSE,NA,FALSE,17.55,FALSE
babylabbrookes,mb49,babylabbrookes:mb49,1,1,IDS,1,singlescreen,364,11.958932238193018,9-12 mo,FALSE,F,FALSE,17.5,FALSE
babylabbrookes,mb50,babylabbrookes:mb50,2,1,ADS,1,singlescreen,255,8.37782340862423,6-9 mo,FALSE,F,FALSE,6.74,FALSE
babylabbrookes,mb53,babylabbrookes:mb53,4,1,ADS,5,singlescreen,453,14.882956878850102,12-15 mo,FALSE,F,FALSE,2.54,FALSE
babylabbrookes,mb54,babylabbrookes:mb54,1,1,ADS,1,singlescreen,199,6.537987679671458,6-9 mo,FALSE,F,FALSE,6.65,FALSE
babylabbrookes,mb55,babylabbrookes:mb55,2,1,ADS,1,singlescreen,424,13.930184804928132,12-15 mo,FALSE,M,FALSE,17.59,FALSE
babylabbrookes,mb60,babylabbrookes:mb60,3,1,ADS,1,singlescreen,375,12.320328542094456,12-15 mo,FALSE,M,FALSE,4.43,FALSE
babylabbrookes,mb63,babylabbrookes:mb63,2,1,ADS,1,singlescreen,174,5.716632443531828,3-6 mo,FALSE,M,FALSE,6.2,FALSE
babylabbrookes,mb64,babylabbrookes:mb64,3,1,IDS,5,singlescreen,120,3.9425051334702257,3-6 mo,FALSE,M,FALSE,16.27,FALSE
babylabbrookes,mb65,babylabbrookes:mb65,1,1,ADS,5,singlescreen,357,11.728952772073923,9-12 mo,FALSE,M,FALSE,17.39,FALSE
babylabbrookes,mb66,babylabbrookes:mb66,2,1,IDS,1,singlescreen,409,13.437371663244353,12-15 mo,FALSE,F,FALSE,9.2,FALSE
babylabbrookes,mb74,babylabbrookes:mb74,1,1,IDS,1,singlescreen,446,14.652977412731007,12-15 mo,FALSE,F,FALSE,13.85,FALSE
babylabbrookes,mb77,babylabbrookes:mb77,1,1,IDS,1,singlescreen,193,6.3408624229979464,6-9 mo,FALSE,M,FALSE,9.06,FALSE
babylabbrookes,mb78,babylabbrookes:mb78,2,1,ADS,1,singlescreen,234,7.687885010266941,6-9 mo,FALSE,M,FALSE,17.43,FALSE
babylabbrookes,mb79,babylabbrookes:mb79,3,1,IDS,5,singlescreen,218,7.162217659137577,6-9 mo,FALSE,M,FALSE,6.44,FALSE
babylabbrookes,mb80,babylabbrookes:mb80,4,1,ADS,5,singlescreen,270,8.870636550308008,6-9 mo,FALSE,F,FALSE,7.18,FALSE
babylabbrookes,mb81,babylabbrookes:mb81,4,1,ADS,5,singlescreen,229,7.523613963039014,6-9 mo,FALSE,F,FALSE,NA,TRUE
babylabbrookes,mb84,babylabbrookes:mb84,2,1,ADS,1,singlescreen,422,13.86447638603696,12-15 mo,FALSE,F,FALSE,4.72,FALSE
babylabbrookes,mb88,babylabbrookes:mb88,4,1,ADS,5,singlescreen,381,12.517453798767967,12-15 mo,FALSE,F,FALSE,8.19,FALSE
babylabbrookes,mb90,babylabbrookes:mb90,2,1,ADS,1,singlescreen,262,8.607802874743326,6-9 mo,FALSE,M,FALSE,11.66,FALSE
babylabbrookes,mb92,babylabbrookes:mb92,2,1,ADS,1,singlescreen,108,3.5482546201232035,3-6 mo,FALSE,M,FALSE,7.08,FALSE
babylabbrookes,mb93,babylabbrookes:mb93,4,1,ADS,5,singlescreen,127,4.172484599589322,3-6 mo,FALSE,F,FALSE,17.49,FALSE
babylabbrookes,mb94,babylabbrookes:mb94,3,1,IDS,5,singlescreen,134,4.402464065708419,3-6 mo,FALSE,M,FALSE,17.23,FALSE
babylabbrookes,mb99,babylabbrookes:mb99,3,1,IDS,5,singlescreen,146,4.7967145790554415,3-6 mo,FALSE,F,FALSE,17.45,FALSE
babylabkingswood,mb1255,babylabkingswood:mb1255,2,1,ADS,1,hpp,449,14.751540041067761,12-15 mo,FALSE,M,FALSE,18,FALSE
babylabkingswood,mb1882,babylabkingswood:mb1882,4,1,ADS,5,hpp,401,13.174537987679672,12-15 mo,FALSE,M,FALSE,11.492,FALSE
babylabkingswood,mb1920,babylabkingswood:mb1920,1,1,IDS,1,hpp,413,13.568788501026694,12-15 mo,FALSE,M,FALSE,5.333,FALSE
babylabkingswood,mb8156,babylabkingswood:mb8156,1,1,IDS,1,hpp,232,7.62217659137577,6-9 mo,FALSE,F,FALSE,8.198,FALSE
babylabkingswood,mb8168,babylabkingswood:mb8168,1,1,IDS,1,hpp,261,8.574948665297741,6-9 mo,FALSE,M,FALSE,11.332,FALSE
babylabkingswood,mb8196,babylabkingswood:mb8196,4,1,ADS,5,hpp,274,9.00205338809035,9-12 mo,FALSE,F,FALSE,13.374,FALSE
babylabkingswood,mb8253,babylabkingswood:mb8253,4,1,ADS,5,hpp,193,6.3408624229979464,6-9 mo,FALSE,M,FALSE,7.506,FALSE
babylabkingswood,mb8259,babylabkingswood:mb8259,4,1,ADS,5,hpp,191,6.275154004106776,6-9 mo,FALSE,F,FALSE,4.218,FALSE
babylabkingswood,mb8272,babylabkingswood:mb8272,1,1,IDS,1,hpp,274,9.00205338809035,9-12 mo,FALSE,M,FALSE,18,FALSE
babylabkingswood,mb8339,babylabkingswood:mb8339,2,1,ADS,1,hpp,207,6.80082135523614,6-9 mo,FALSE,M,FALSE,2.436,FALSE
babylabkingswood,mb8399,babylabkingswood:mb8399,4,1,ADS,5,hpp,377,12.386036960985626,12-15 mo,FALSE,F,FALSE,14.871,FALSE
babylabkingswood,mb8415,babylabkingswood:mb8415,2,1,ADS,1,hpp,250,8.213552361396303,6-9 mo,FALSE,M,FALSE,2.273,FALSE
babylabkingswood,mb8444,babylabkingswood:mb8444,3,1,IDS,5,hpp,229,7.523613963039014,6-9 mo,FALSE,M,FALSE,18,FALSE
babylabkingswood,mb8457,babylabkingswood:mb8457,3,1,IDS,5,hpp,246,8.082135523613964,6-9 mo,FALSE,M,FALSE,14.342,FALSE
babylabkingswood,mb8462,babylabkingswood:mb8462,1,1,IDS,1,hpp,205,6.7351129363449695,6-9 mo,FALSE,M,FALSE,2.27,FALSE
babylabkingswood,mb8502,babylabkingswood:mb8502,1,1,IDS,1,hpp,402,13.207392197125257,12-15 mo,FALSE,F,FALSE,2.014,FALSE
babylabkingswood,mb8519,babylabkingswood:mb8519,3,1,IDS,1,hpp,261,8.574948665297741,6-9 mo,FALSE,F,FALSE,NA,TRUE
babylabkingswood,mb8523,babylabkingswood:mb8523,3,1,IDS,5,hpp,204,6.702258726899384,6-9 mo,FALSE,M,FALSE,18,FALSE
babylabkingswood,mb8524,babylabkingswood:mb8524,4,1,ADS,5,hpp,213,6.997946611909651,6-9 mo,FALSE,F,FALSE,2.78,FALSE
babylabkingswood,mb8573,babylabkingswood:mb8573,2,1,ADS,1,hpp,183,6.012320328542095,6-9 mo,FALSE,F,FALSE,3.539,FALSE
babylabkingswood,mb8688,babylabkingswood:mb8688,1,1,IDS,5,hpp,190,6.242299794661191,6-9 mo,FALSE,M,FALSE,18,FALSE
babylabkingswood,mb8697,babylabkingswood:mb8697,3,1,IDS,5,hpp,391,12.845995893223819,12-15 mo,FALSE,M,FALSE,NA,TRUE
babylabkingswood,mb8698,babylabkingswood:mb8698,2,1,ADS,1,hpp,391,12.845995893223819,12-15 mo,FALSE,F,FALSE,6.622,FALSE
babylabkingswood,mb8721,babylabkingswood:mb8721,1,1,IDS,1,hpp,430,14.127310061601642,12-15 mo,FALSE,M,FALSE,18,FALSE
babylabkingswood,mb8731,babylabkingswood:mb8731,1,1,IDS,1,hpp,401,13.174537987679672,12-15 mo,FALSE,M,FALSE,18,FALSE
babylabkingswood,mb8734,babylabkingswood:mb8734,3,1,IDS,5,hpp,449,14.751540041067761,12-15 mo,FALSE,M,FALSE,3.562,FALSE
babylabkingswood,mb8738,babylabkingswood:mb8738,2,1,ADS,1,hpp,226,7.425051334702259,6-9 mo,FALSE,M,FALSE,5.509,FALSE
babylabkingswood,mb8743,babylabkingswood:mb8743,4,1,ADS,5,hpp,397,13.043121149897331,12-15 mo,FALSE,F,FALSE,4.514,FALSE
babylabkingswood,mb8767,babylabkingswood:mb8767,3,1,IDS,5,hpp,372,12.2217659137577,12-15 mo,FALSE,F,FALSE,18,FALSE
babylabkingswood,mb8783,babylabkingswood:mb8783,3,1,IDS,5,hpp,456,14.981519507186858,12-15 mo,FALSE,M,FALSE,8.561,FALSE
babylabkingswood,mb8806,babylabkingswood:mb8806,4,1,ADS,5,hpp,441,14.48870636550308,12-15 mo,FALSE,F,FALSE,6.331,FALSE
babylabkingswood,mb8823,babylabkingswood:mb8823,1,1,IDS,1,hpp,388,12.747433264887064,12-15 mo,FALSE,M,FALSE,15.794,FALSE
babylabkonstanz,mb01,babylabkonstanz:mb01,3,1,IDS,5,hpp,264,8.673511293634498,6-9 mo,FALSE,M,FALSE,8.17,FALSE
babylabkonstanz,mb02,babylabkonstanz:mb02,1,1,IDS,1,hpp,197,6.4722792607802875,6-9 mo,FALSE,F,FALSE,17.67,FALSE
babylabkonstanz,mb03,babylabkonstanz:mb03,3,1,IDS,5,hpp,260,8.542094455852157,6-9 mo,FALSE,F,FALSE,9.15,FALSE
babylabkonstanz,mb04,babylabkonstanz:mb04,2,1,ADS,1,hpp,202,6.636550308008213,6-9 mo,FALSE,F,FALSE,15.89,FALSE
babylabkonstanz,mb05,babylabkonstanz:mb05,1,1,IDS,1,hpp,210,6.899383983572895,6-9 mo,FALSE,F,FALSE,12.81,FALSE
babylabkonstanz,mb06,babylabkonstanz:mb06,2,1,ADS,1,hpp,247,8.114989733059549,6-9 mo,FALSE,F,FALSE,10.26,FALSE
babylabkonstanz,mb08,babylabkonstanz:mb08,2,1,ADS,1,hpp,271,8.903490759753593,6-9 mo,FALSE,M,FALSE,16.07,FALSE
babylabkonstanz,mb09,babylabkonstanz:mb09,1,1,IDS,1,hpp,230,7.5564681724846,6-9 mo,FALSE,M,FALSE,16.03,FALSE
babylabkonstanz,mb10,babylabkonstanz:mb10,1,1,IDS,1,hpp,224,7.359342915811088,6-9 mo,FALSE,M,FALSE,16.28,FALSE
babylabkonstanz,mb11,babylabkonstanz:mb11,4,1,ADS,5,hpp,255,8.37782340862423,6-9 mo,FALSE,M,FALSE,16.8,FALSE
babylabkonstanz,mb12,babylabkonstanz:mb12,3,1,IDS,5,hpp,234,7.687885010266941,6-9 mo,FALSE,F,FALSE,8.96,FALSE
babylabkonstanz,mb13,babylabkonstanz:mb13,4,1,ADS,5,hpp,236,7.753593429158111,6-9 mo,FALSE,M,FALSE,15.07,FALSE
babylabkonstanz,mb14,babylabkonstanz:mb14,2,1,ADS,1,hpp,238,7.819301848049282,6-9 mo,FALSE,F,FALSE,18,FALSE
babylabkonstanz,mb15,babylabkonstanz:mb15,3,1,IDS,5,hpp,208,6.833675564681725,6-9 mo,FALSE,M,FALSE,18,FALSE
babylabkonstanz,mb16,babylabkonstanz:mb16,4,1,ADS,5,hpp,252,8.279260780287474,6-9 mo,FALSE,F,FALSE,14.8,FALSE
babylablangessex,mb121502,babylablangessex:mb121502,2,1,ADS,1,eyetracking,448,14.718685831622176,12-15 mo,FALSE,F,FALSE,NA,TRUE
babylablangessex,mb121503,babylablangessex:mb121503,3,1,IDS,5,eyetracking,425,13.963039014373717,12-15 mo,FALSE,M,FALSE,7.974,FALSE
babylablangessex,mb121504,NA,NA,1,NA,NA,eyetracking,415,13.634496919917865,12-15 mo,FALSE,NA,NA,NA,TRUE
babylablangessex,mb121505,babylablangessex:mb121505,1,1,IDS,1,eyetracking,406,13.338809034907598,12-15 mo,FALSE,F,FALSE,2.267,FALSE
babylablangessex,mb121506,babylablangessex:mb121506,2,1,ADS,1,eyetracking,395,12.97741273100616,12-15 mo,FALSE,F,FALSE,NA,TRUE
babylablangessex,mb121510,babylablangessex:mb121510,2,1,IDS,1,eyetracking,386,12.681724845995893,12-15 mo,FALSE,F,FALSE,NA,TRUE
babylablangessex,mb121514,NA,NA,1,NA,NA,eyetracking,368,12.09034907597536,12-15 mo,FALSE,NA,NA,NA,TRUE
babylablangessex,mb6901,babylablangessex:mb6901,1,1,IDS,1,eyetracking,263,8.640657084188911,6-9 mo,FALSE,M,FALSE,17.206,FALSE
babylablangessex,mb6902,babylablangessex:mb6902,2,1,ADS,1,eyetracking,195,6.406570841889117,6-9 mo,FALSE,F,FALSE,10.512,FALSE
babylablangessex,mb6903,babylablangessex:mb6903,3,1,IDS,5,eyetracking,226,7.425051334702259,6-9 mo,FALSE,M,FALSE,13.623,FALSE
babylablangessex,mb6904,babylablangessex:mb6904,4,1,ADS,5,eyetracking,233,7.655030800821355,6-9 mo,FALSE,M,FALSE,13.914,FALSE
babylablangessex,mb6905,babylablangessex:mb6905,1,1,ADS,5,eyetracking,239,7.852156057494867,6-9 mo,FALSE,M,FALSE,17.32,FALSE
babylablangessex,mb6907,babylablangessex:mb6907,3,1,IDS,5,eyetracking,197,6.4722792607802875,6-9 mo,FALSE,M,FALSE,15.807,FALSE
babylablangessex,mb6908,babylablangessex:mb6908,4,1,ADS,5,eyetracking,195,6.406570841889117,6-9 mo,FALSE,F,FALSE,NA,TRUE
babylablangessex,mb6909,babylablangessex:mb6909,1,1,IDS,1,eyetracking,230,7.5564681724846,6-9 mo,FALSE,M,FALSE,NA,TRUE
babylablangessex,mb6910,NA,NA,1,NA,NA,eyetracking,187,6.143737166324435,6-9 mo,FALSE,NA,NA,NA,TRUE
babylablangessex,mb6911,babylablangessex:mb6911,3,1,IDS,5,eyetracking,203,6.669404517453799,6-9 mo,FALSE,M,FALSE,NA,TRUE
babylablangessex,mb6912,babylablangessex:mb6912,4,1,ADS,5,eyetracking,226,7.425051334702259,6-9 mo,FALSE,M,FALSE,NA,TRUE
babylablangessex,mb6914,babylablangessex:mb6914,2,1,IDS,1,eyetracking,217,7.129363449691992,6-9 mo,FALSE,M,FALSE,14.218,FALSE
babylablangessex,mb6915,babylablangessex:mb6915,3,1,ADS,1,eyetracking,217,7.129363449691992,6-9 mo,FALSE,F,FALSE,6.049,FALSE
babylablangessex,mb6916,babylablangessex:mb6916,4,1,ADS,5,eyetracking,265,8.706365503080082,6-9 mo,FALSE,M,FALSE,10.97,FALSE
babylablangessex,mb91201,babylablangessex:mb91201,1,1,IDS,1,eyetracking,367,12.057494866529774,12-15 mo,FALSE,F,FALSE,4.914,FALSE
babylablangessex,mb91202,babylablangessex:mb91202,2,1,ADS,1,eyetracking,304,9.987679671457906,9-12 mo,FALSE,F,FALSE,14.749,FALSE
babylablangessex,mb91203,babylablangessex:mb91203,1,1,IDS,1,eyetracking,316,10.381930184804927,9-12 mo,FALSE,M,FALSE,3.887,FALSE
babylablangessex,mb91204,babylablangessex:mb91204,2,1,ADS,1,eyetracking,339,11.137577002053389,9-12 mo,FALSE,M,FALSE,NA,TRUE
babylablangessex,mb91205,babylablangessex:mb91205,3,1,ADS,5,eyetracking,275,9.034907597535934,9-12 mo,FALSE,M,FALSE,3.538,FALSE
babylablangessex,mb91206,babylablangessex:mb91206,4,1,ADS,5,eyetracking,277,9.100616016427105,9-12 mo,FALSE,F,FALSE,12.056,FALSE
babylableiden,mb01b,NA,NA,1,NA,NA,hpp,341,11.203285420944558,9-12 mo,FALSE,NA,NA,NA,TRUE
babylableiden,mb02b,babylableiden:mb02b,2,1,ADS,1,hpp,320,10.513347022587268,9-12 mo,FALSE,M,FALSE,6.8,FALSE
babylableiden,mb04b,babylableiden:mb04b,4,1,ADS,5,hpp,327,10.743326488706366,9-12 mo,FALSE,F,FALSE,14.97,FALSE
babylableiden,mb05b,babylableiden:mb05b,1,1,IDS,1,hpp,331,10.874743326488707,9-12 mo,FALSE,F,FALSE,14.23,FALSE
babylableiden,mb06b,babylableiden:mb06b,2,1,ADS,1,hpp,359,11.794661190965092,9-12 mo,FALSE,M,FALSE,14.94,FALSE
babylableiden,mb07b,babylableiden:mb07b,3,1,IDS,5,hpp,361,11.860369609856264,9-12 mo,FALSE,M,FALSE,9.28,FALSE
babylableiden,mb08b,babylableiden:mb08b,4,1,ADS,5,hpp,291,9.560574948665298,9-12 mo,FALSE,M,FALSE,4.04,FALSE
babylableiden,mb09b,babylableiden:mb09b,1,1,IDS,1,hpp,322,10.57905544147844,9-12 mo,FALSE,F,FALSE,15.94,FALSE
babylableiden,mb11b,babylableiden:mb11b,3,1,IDS,5,hpp,324,10.64476386036961,9-12 mo,FALSE,M,FALSE,14.23,FALSE
babylableiden,mb12b,NA,NA,1,NA,NA,hpp,363,11.926078028747433,9-12 mo,FALSE,NA,NA,NA,TRUE
babylableiden,mb13b,babylableiden:mb13b,1,1,IDS,1,hpp,279,9.166324435318275,9-12 mo,FALSE,F,FALSE,14.32,FALSE
babylableiden,mb14b,NA,NA,1,NA,NA,hpp,290,9.527720739219713,9-12 mo,FALSE,NA,NA,NA,TRUE
babylableiden,mb15b,babylableiden:mb15b,3,1,IDS,5,hpp,284,9.330595482546201,9-12 mo,FALSE,F,FALSE,15.72,FALSE
babylableiden,mb16b,babylableiden:mb16b,4,1,ADS,5,hpp,276,9.067761806981519,9-12 mo,FALSE,F,FALSE,11.73,FALSE
babylableiden,mb17b,babylableiden:mb17b,2,1,ADS,1,hpp,322,10.57905544147844,9-12 mo,FALSE,F,FALSE,4.09,FALSE
babylablmu,10,babylablmu:10,2,1,ADS,1,eyetracking,340,11.170431211498974,9-12 mo,FALSE,F,FALSE,NA,TRUE
babylablmu,13,NA,NA,1,NA,NA,eyetracking,348,11.433264887063656,9-12 mo,FALSE,NA,NA,NA,TRUE
babylablmu,14,babylablmu:14,2,1,ADS,1,eyetracking,343,11.268993839835728,9-12 mo,FALSE,F,FALSE,2.46,FALSE
babylablmu,15,babylablmu:15,3,1,IDS,5,eyetracking,351,11.53182751540041,9-12 mo,FALSE,M,FALSE,3.72,FALSE
babylablmu,16,babylablmu:16,4,1,ADS,5,eyetracking,353,11.597535934291582,9-12 mo,FALSE,M,FALSE,3.18,FALSE
babylablmu,17,babylablmu:17,1,1,IDS,1,eyetracking,336,11.039014373716633,9-12 mo,FALSE,M,FALSE,7.17,FALSE
babylablmu,18,babylablmu:18,1,1,IDS,1,eyetracking,331,10.874743326488707,9-12 mo,FALSE,F,FALSE,10.92,FALSE
babylablmu,19,babylablmu:19,3,1,IDS,5,eyetracking,355,11.663244353182751,9-12 mo,FALSE,F,FALSE,4.25,FALSE
babylablmu,20,babylablmu:20,4,1,ADS,5,eyetracking,341,11.203285420944558,9-12 mo,FALSE,M,FALSE,3.83,FALSE
babylablmu,22,babylablmu:22,2,1,ADS,1,eyetracking,368,12.09034907597536,12-15 mo,FALSE,F,FALSE,4.48,FALSE
babylablmu,23,babylablmu:23,3,1,IDS,5,eyetracking,412,13.535934291581109,12-15 mo,FALSE,F,FALSE,2.67,FALSE
babylablmu,24,babylablmu:24,4,1,ADS,5,eyetracking,361,11.860369609856264,9-12 mo,FALSE,M,FALSE,2.29,FALSE
babylablmu,25,babylablmu:25,1,1,IDS,1,eyetracking,418,13.73305954825462,12-15 mo,FALSE,F,FALSE,5.42,FALSE
babylablmu,26,babylablmu:26,2,1,ADS,1,eyetracking,357,11.728952772073923,9-12 mo,FALSE,F,FALSE,4.38,FALSE
babylablmu,27,babylablmu:27,1,1,IDS,1,eyetracking,390,12.813141683778234,12-15 mo,FALSE,M,FALSE,8.72,FALSE
babylablmu,30,babylablmu:30,1,1,IDS,1,eyetracking,416,13.66735112936345,12-15 mo,FALSE,M,FALSE,13.74,FALSE
babylablmu,31,babylablmu:31,1,1,IDS,1,eyetracking,416,13.66735112936345,12-15 mo,FALSE,M,FALSE,5.33,FALSE
babylablmu,32,babylablmu:32,1,1,IDS,1,eyetracking,416,13.66735112936345,12-15 mo,FALSE,F,FALSE,NA,TRUE
babylablmu,33,babylablmu:33,1,1,IDS,1,eyetracking,360,11.827515400410677,9-12 mo,FALSE,F,FALSE,6.58,FALSE
babylablmu,34,babylablmu:34,1,1,IDS,1,eyetracking,360,11.827515400410677,9-12 mo,FALSE,M,FALSE,11.14,FALSE
babylablmu,35,babylablmu:35,1,1,IDS,1,eyetracking,391,12.845995893223819,12-15 mo,FALSE,F,FALSE,13.05,FALSE
babylablmu,36,babylablmu:36,1,1,IDS,1,eyetracking,381,12.517453798767967,12-15 mo,FALSE,M,FALSE,5.71,FALSE
babylablmu,37,babylablmu:37,1,1,IDS,1,eyetracking,413,13.568788501026694,12-15 mo,FALSE,M,FALSE,6.24,FALSE
babylablmu,38,babylablmu:38,1,1,IDS,1,eyetracking,433,14.225872689938399,12-15 mo,FALSE,F,FALSE,16.29,FALSE
babylablmu,39,babylablmu:39,1,1,IDS,1,eyetracking,442,14.521560574948666,12-15 mo,FALSE,F,FALSE,4.49,FALSE
babylablmu,40,babylablmu:40,2,1,ADS,1,eyetracking,414,13.60164271047228,12-15 mo,FALSE,F,FALSE,2.98,FALSE
babylablmu,41,babylablmu:41,3,1,IDS,5,eyetracking,380,12.484599589322382,12-15 mo,FALSE,F,FALSE,NA,TRUE
babylablmu,42,babylablmu:42,4,1,ADS,5,eyetracking,411,13.503080082135524,12-15 mo,FALSE,F,FALSE,7.8,FALSE
babylablmu,44,babylablmu:44,2,1,ADS,1,eyetracking,453,14.882956878850102,12-15 mo,FALSE,M,FALSE,4.32,FALSE
babylablmu,45,babylablmu:45,3,1,IDS,5,eyetracking,399,13.1088295687885,12-15 mo,FALSE,M,FALSE,7.74,FALSE
babylablmu,46,babylablmu:46,4,1,ADS,5,eyetracking,277,9.100616016427105,9-12 mo,FALSE,F,FALSE,NA,TRUE
babylablmu,47,babylablmu:47,1,1,IDS,1,eyetracking,413,13.568788501026694,12-15 mo,FALSE,M,FALSE,7.13,FALSE
babylablmu,49,babylablmu:49,4,1,ADS,5,eyetracking,263,8.640657084188911,6-9 mo,FALSE,F,FALSE,10.92,FALSE
babylablmu,5,babylablmu:5,1,1,IDS,1,eyetracking,314,10.316221765913758,9-12 mo,FALSE,M,FALSE,NA,TRUE
babylablmu,50,babylablmu:50,2,1,ADS,1,eyetracking,436,14.324435318275153,12-15 mo,FALSE,M,FALSE,2.07,FALSE
babylablmu,51,babylablmu:51,1,1,IDS,1,eyetracking,289,9.494866529774127,9-12 mo,FALSE,F,FALSE,2.58,FALSE
babylablmu,52,babylablmu:52,4,1,ADS,5,eyetracking,446,14.652977412731007,12-15 mo,FALSE,M,FALSE,3.06,FALSE
babylablmu,54,babylablmu:54,3,1,IDS,5,eyetracking,452,14.850102669404517,12-15 mo,FALSE,M,FALSE,NA,TRUE
babylablmu,56,babylablmu:56,1,1,IDS,1,eyetracking,430,14.127310061601642,12-15 mo,FALSE,F,FALSE,NA,TRUE
babylablmu,57,babylablmu:57,3,1,IDS,5,eyetracking,431,14.160164271047227,12-15 mo,FALSE,M,FALSE,2.57,FALSE
babylablmu,58,babylablmu:58,1,1,IDS,1,eyetracking,286,9.396303901437372,9-12 mo,FALSE,F,FALSE,12.91,FALSE
babylablmu,59,babylablmu:59,2,1,ADS,1,eyetracking,329,10.809034907597535,9-12 mo,FALSE,F,FALSE,5.28,FALSE
