lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,notes,,
weescience-edinburgh,MB20,ADS,ADS5,1,12.58,16.01,noerror,NA,restless baby,,
weescience-edinburgh,MB20,IDS,IDS5,2,4.03,6.55,noerror,NA,restless baby,,
weescience-edinburgh,MB20,IDS,IDS7,3,15.8,18,noerror,NA,restless baby,,
weescience-edinburgh,MB20,ADS,ADS7,4,9.31,15.77,noerror,NA,restless baby,,
weescience-edinburgh,MB20,IDS,IDS1,5,5.14,7.9,noerror,NA,restless baby,,
weescience-edinburgh,MB20,ADS,ADS1,6,2.69,5.28,noerror,NA,restless baby,,
weescience-edinburgh,MB20,IDS,IDS3,7,8.3,12.72,noerror,NA,restless baby,,
weescience-edinburgh,MB20,ADS,ADS3,8,3.05,5.53,noerror,NA,restless baby,,
weescience-edinburgh,MB20,IDS,IDS2,9,9.83,12.69,noerror,NA,restless baby,,
weescience-edinburgh,MB20,ADS,ADS2,10,2.16,4.8,noerror,NA,restless baby,,
weescience-edinburgh,MB20,ADS,ADS4,11,0.48,3.19,noerror,NA,restless baby,,
weescience-edinburgh,MB20,IDS,IDS4,12,10.25,15.63,noerror,NA,restless baby,,
weescience-edinburgh,MB20,ADS,ADS6,13,1.67,4.54,noerror,NA,restless baby,,
weescience-edinburgh,MB20,IDS,IDS6,14,2.26,4.73,noerror,NA,restless baby,,
weescience-edinburgh,MB20,ADS,ADS8,15,2.96,6.52,noerror,NA,restless baby,,
weescience-edinburgh,MB20,IDS,IDS8,16,11.94,16.29,noerror,NA,restless baby,,
weescience-edinburgh,MB21,training,train1,-2,9.44,12.56,noerror,NA,NA,,
weescience-edinburgh,MB21,training,train2,-1,17.54,18,noerror,NA,NA,,
weescience-edinburgh,MB21,IDS,IDS1,1,16.99,18,noerror,NA,NA,,
weescience-edinburgh,MB21,ADS,ADS1,2,15.25,18,noerror,NA,NA,,
weescience-edinburgh,MB21,IDS,IDS2,3,9.21,11.75,noerror,NA,NA,,
weescience-edinburgh,MB21,ADS,ADS2,4,7.85,13.65,noerror,NA,NA,,
weescience-edinburgh,MB21,ADS,ADS3,5,2.06,4.51,noerror,NA,NA,,
weescience-edinburgh,MB21,IDS,IDS3,6,2.85,5.16,noerror,NA,NA,,
weescience-edinburgh,MB21,IDS,IDS4,7,2.33,4.74,noerror,NA,NA,,
weescience-edinburgh,MB21,ADS,ADS4,8,10.74,18,noerror,NA,NA,,
weescience-edinburgh,MB21,ADS,ADS5,9,8.24,14.89,noerror,NA,NA,,
weescience-edinburgh,MB21,IDS,IDS5,10,11.72,18,noerror,NA,NA,,
weescience-edinburgh,MB21,ADS,ADS6,11,13.66,18,noerror,NA,NA,,
weescience-edinburgh,MB21,IDS,IDS6,12,4.66,7.21,noerror,NA,NA,,
weescience-edinburgh,MB21,IDS,IDS7,13,3.51,7.3,noerror,NA,NA,,
weescience-edinburgh,MB21,ADS,ADS7,14,6.12,9.12,noerror,NA,NA,,
weescience-edinburgh,MB21,ADS,ADS8,15,2.71,5.17,noerror,NA,NA,,
weescience-edinburgh,MB21,IDS,IDS8,16,7.96,13.37,noerror,NA,NA,,
weescience-edinburgh,MB22,training,train2,-2,16.11,18,noerror,NA,"video not recorded (PC failed), but session successful",,
weescience-edinburgh,MB22,training,train1,-1,17.23,18,noerror,NA,"video not recorded (PC failed), but session successful",,
weescience-edinburgh,MB22,ADS,ADS1,1,15.71,18,noerror,NA,"video not recorded (PC failed), but session successful",,
weescience-edinburgh,MB22,IDS,IDS1,2,9.65,13.19,noerror,NA,"video not recorded (PC failed), but session successful",,
weescience-edinburgh,MB22,ADS,ADS2,3,16.22,18,noerror,NA,"video not recorded (PC failed), but session successful",,
weescience-edinburgh,MB22,IDS,IDS2,4,14.01,17.23,noerror,NA,"video not recorded (PC failed), but session successful",,
weescience-edinburgh,MB22,IDS,IDS3,5,15.14,18,noerror,NA,"video not recorded (PC failed), but session successful",,
weescience-edinburgh,MB22,ADS,ADS3,6,15.43,18,noerror,NA,"video not recorded (PC failed), but session successful",,
weescience-edinburgh,MB22,ADS,ADS4,7,5.88,10.71,noerror,NA,"video not recorded (PC failed), but session successful",,
weescience-edinburgh,MB22,IDS,IDS4,8,3.42,6.06,noerror,NA,"video not recorded (PC failed), but session successful",,
weescience-edinburgh,MB22,IDS,IDS5,9,15.16,18,noerror,NA,"video not recorded (PC failed), but session successful",,
weescience-edinburgh,MB22,ADS,ADS5,10,15.31,18,noerror,NA,"video not recorded (PC failed), but session successful",,
weescience-edinburgh,MB22,IDS,IDS6,11,16.68,18,noerror,NA,"video not recorded (PC failed), but session successful",,
weescience-edinburgh,MB22,ADS,ADS6,12,10.2,14.06,noerror,NA,"video not recorded (PC failed), but session successful",,
weescience-edinburgh,MB22,ADS,ADS7,13,14.46,18,noerror,NA,"video not recorded (PC failed), but session successful",,
weescience-edinburgh,MB22,IDS,IDS7,14,11.13,18,noerror,NA,"video not recorded (PC failed), but session successful",,
weescience-edinburgh,MB22,IDS,IDS8,15,6.5,10.21,noerror,NA,"video not recorded (PC failed), but session successful",,
weescience-edinburgh,MB22,ADS,ADS8,16,2.34,4.8,noerror,NA,"video not recorded (PC failed), but session successful",,
weescience-edinburgh,MB23,training,train1,-2,4.04,6.7,noerror,NA,NA,,
weescience-edinburgh,MB23,training,train2,-1,4.05,6.51,noerror,NA,NA,,
weescience-edinburgh,MB23,IDS,IDS5,1,6.09,8.81,noerror,NA,NA,,
weescience-edinburgh,MB23,ADS,ADS5,2,3.84,6.46,noerror,NA,NA,,
weescience-edinburgh,MB23,ADS,ADS7,3,3.61,6.49,noerror,NA,NA,,
weescience-edinburgh,MB23,IDS,IDS7,4,4.28,6.93,noerror,NA,NA,,
weescience-edinburgh,MB23,ADS,ADS1,5,12.34,18,noerror,NA,NA,,
weescience-edinburgh,MB23,IDS,IDS1,6,14.94,18,noerror,NA,NA,,
weescience-edinburgh,MB23,ADS,ADS3,7,12.51,18,noerror,NA,NA,,
weescience-edinburgh,MB23,IDS,IDS3,8,13.06,18,noerror,NA,NA,,
weescience-edinburgh,MB23,ADS,ADS2,9,10.92,18,noerror,NA,NA,,
weescience-edinburgh,MB23,IDS,IDS2,10,8.11,12.84,noerror,NA,NA,,
weescience-edinburgh,MB23,IDS,IDS4,11,10.29,15.34,noerror,NA,NA,,
weescience-edinburgh,MB23,ADS,ADS4,12,13.93,18,noerror,NA,NA,,
weescience-edinburgh,MB23,IDS,IDS6,13,5.46,8.95,noerror,NA,NA,,
weescience-edinburgh,MB23,ADS,ADS6,14,15.3,18,noerror,NA,NA,,
weescience-edinburgh,MB23,IDS,IDS8,15,14.4,18,noerror,NA,NA,,
weescience-edinburgh,MB23,ADS,ADS8,16,15.7,18,noerror,NA,NA,,
weescience-edinburgh,MB24,training,train2,-2,3.82,6.34,noerror,NA,NA,,
weescience-edinburgh,MB24,training,train1,-1,3.62,6.15,noerror,NA,NA,,
weescience-edinburgh,MB24,ADS,ADS5,1,4.57,7.03,noerror,NA,NA,,
weescience-edinburgh,MB24,IDS,IDS5,2,1.54,4.1,noerror,NA,NA,,
weescience-edinburgh,MB24,IDS,IDS7,3,4.15,6.7,noerror,NA,NA,,
weescience-edinburgh,MB24,ADS,ADS7,4,1.68,4.27,noerror,NA,NA,,
weescience-edinburgh,MB24,IDS,IDS1,5,3.09,5.61,noerror,NA,NA,,
weescience-edinburgh,MB24,ADS,ADS1,6,2.17,5.22,noerror,NA,NA,,
weescience-edinburgh,MB24,IDS,IDS3,7,0.86,3.48,noerror,NA,NA,,
weescience-edinburgh,MB24,ADS,ADS3,8,1.66,4.26,noerror,NA,NA,,
weescience-edinburgh,MB24,IDS,IDS2,9,8.34,15.21,noerror,NA,NA,,
weescience-edinburgh,MB24,ADS,ADS2,10,3.31,7.42,noerror,NA,NA,,
weescience-edinburgh,MB24,ADS,ADS4,11,2.85,7.48,noerror,NA,NA,,
weescience-edinburgh,MB24,IDS,IDS4,12,8.44,13.89,noerror,NA,NA,,
weescience-edinburgh,MB24,ADS,ADS6,13,16.74,18,noerror,NA,NA,,
weescience-edinburgh,MB24,IDS,IDS6,14,1.76,4.32,noerror,NA,NA,,
weescience-edinburgh,MB24,ADS,ADS8,15,4.1,8,noerror,NA,NA,,
weescience-edinburgh,MB24,IDS,IDS8,16,2.46,7.37,noerror,NA,NA,,
weescience-edinburgh,MB25,training,train1,-2,9.66,12.74,noerror,NA,NA,,
weescience-edinburgh,MB25,training,train2,-1,14.88,17.44,noerror,NA,NA,,
weescience-edinburgh,MB25,IDS,IDS1,1,11.13,15.59,noerror,NA,NA,,
weescience-edinburgh,MB25,ADS,ADS1,2,6.7,9.91,noerror,NA,NA,,
weescience-edinburgh,MB25,IDS,IDS2,3,9.34,15.58,noerror,NA,NA,,
weescience-edinburgh,MB25,ADS,ADS2,4,8.36,13.83,noerror,NA,NA,,
weescience-edinburgh,MB25,ADS,ADS3,5,6.91,10.71,noerror,NA,NA,,
weescience-edinburgh,MB25,IDS,IDS3,6,3.86,6.38,noerror,NA,NA,,
weescience-edinburgh,MB25,IDS,IDS4,7,9.72,12.88,noerror,NA,NA,,
weescience-edinburgh,MB25,ADS,ADS4,8,10.49,14.88,noerror,NA,NA,,
weescience-edinburgh,MB25,ADS,ADS5,9,11.27,18,noerror,NA,NA,,
weescience-edinburgh,MB25,IDS,IDS5,10,9.93,18,noerror,NA,NA,,
weescience-edinburgh,MB25,ADS,ADS6,11,13.02,18,noerror,NA,NA,,
weescience-edinburgh,MB25,IDS,IDS6,12,10.06,16.93,noerror,NA,NA,,
weescience-edinburgh,MB25,IDS,IDS7,13,6.62,9.19,noerror,NA,NA,,
weescience-edinburgh,MB25,ADS,ADS7,14,15.55,18,noerror,NA,NA,,
weescience-edinburgh,MB25,ADS,ADS8,15,10.54,13.51,noerror,NA,NA,,
weescience-edinburgh,MB25,IDS,IDS8,16,2.06,4.58,noerror,NA,NA,,
weescience-edinburgh,MB26,training,train2,-2,16,18,noerror,NA,NA,,
weescience-edinburgh,MB26,training,train1,-1,16.06,18,noerror,NA,NA,,
weescience-edinburgh,MB26,ADS,ADS1,1,16.46,18,noerror,NA,NA,,
weescience-edinburgh,MB26,IDS,IDS1,2,14.13,18,noerror,NA,NA,,
weescience-edinburgh,MB26,ADS,ADS2,3,11.7,18,noerror,NA,NA,,
weescience-edinburgh,MB26,IDS,IDS2,4,7.1,13.05,noerror,NA,NA,,
weescience-edinburgh,MB26,IDS,IDS3,5,7.08,12.32,noerror,NA,NA,,
weescience-edinburgh,MB26,ADS,ADS3,6,7.1,12.57,noerror,NA,NA,,
weescience-edinburgh,MB26,ADS,ADS4,7,6.04,12,noerror,NA,NA,,
weescience-edinburgh,MB26,IDS,IDS4,8,2.65,6.73,noerror,NA,NA,,
weescience-edinburgh,MB26,IDS,IDS5,9,3.49,8.72,noerror,NA,NA,,
weescience-edinburgh,MB26,ADS,ADS5,10,3,5.86,noerror,NA,NA,,
weescience-edinburgh,MB26,IDS,IDS6,11,9.62,16.39,noerror,NA,NA,,
weescience-edinburgh,MB26,ADS,ADS6,12,2.5,5.92,noerror,NA,NA,,
weescience-edinburgh,MB26,ADS,ADS7,13,16.45,18,noerror,NA,NA,,
weescience-edinburgh,MB26,IDS,IDS7,14,2.33,4.96,noerror,NA,NA,,
weescience-edinburgh,MB26,IDS,IDS8,15,4.33,8.59,noerror,NA,NA,,
weescience-edinburgh,MB26,ADS,ADS8,16,1.22,3.85,noerror,NA,NA,,
weescience-edinburgh,MB27,training,train1,-2,16.68,18,noerror,NA,no video recording (PC failed) but session successful,,
weescience-edinburgh,MB27,training,train2,-1,15.18,18,noerror,NA,no video recording (PC failed) but session successful,,
weescience-edinburgh,MB27,IDS,IDS5,1,17.4,18,noerror,NA,no video recording (PC failed) but session successful,,
weescience-edinburgh,MB27,ADS,ADS5,2,5.71,9.22,noerror,NA,no video recording (PC failed) but session successful,,
weescience-edinburgh,MB27,ADS,ADS7,3,12.41,18,noerror,NA,no video recording (PC failed) but session successful,,
weescience-edinburgh,MB27,IDS,IDS7,4,14.25,18,noerror,NA,no video recording (PC failed) but session successful,,
weescience-edinburgh,MB27,ADS,ADS1,5,15.26,18,noerror,NA,no video recording (PC failed) but session successful,,
weescience-edinburgh,MB27,IDS,IDS1,6,16.54,18,noerror,NA,no video recording (PC failed) but session successful,,
weescience-edinburgh,MB27,ADS,ADS3,7,11.07,18,noerror,NA,no video recording (PC failed) but session successful,,
weescience-edinburgh,MB27,IDS,IDS3,8,2.2,4.9,noerror,NA,no video recording (PC failed) but session successful,,
weescience-edinburgh,MB27,ADS,ADS2,9,14.95,18,noerror,NA,no video recording (PC failed) but session successful,,
weescience-edinburgh,MB27,IDS,IDS2,10,9.11,13.42,noerror,NA,no video recording (PC failed) but session successful,,
weescience-edinburgh,MB27,IDS,IDS4,11,6.31,10.55,noerror,NA,no video recording (PC failed) but session successful,,
weescience-edinburgh,MB27,ADS,ADS4,12,15.22,18,noerror,NA,no video recording (PC failed) but session successful,,
weescience-edinburgh,MB27,IDS,IDS6,13,2.18,5.48,noerror,NA,no video recording (PC failed) but session successful,,
weescience-edinburgh,MB27,ADS,ADS6,14,0.83,3.43,noerror,NA,no video recording (PC failed) but session successful,,
weescience-edinburgh,MB27,IDS,IDS8,15,10.63,16.53,noerror,NA,no video recording (PC failed) but session successful,,
weescience-edinburgh,MB27,ADS,ADS8,16,4.37,7.63,noerror,NA,no video recording (PC failed) but session successful,,
weescience-edinburgh,MB28,training,train2,-2,16.48,18,noerror,NA,NA,,
weescience-edinburgh,MB28,training,train1,-1,8.88,13.24,noerror,NA,NA,,
weescience-edinburgh,MB28,ADS,ADS5,1,6.29,9.91,noerror,NA,NA,,
weescience-edinburgh,MB28,IDS,IDS5,2,7.58,11.15,noerror,NA,NA,,
weescience-edinburgh,MB28,IDS,IDS7,3,14.83,18,noerror,NA,NA,,
weescience-edinburgh,MB28,ADS,ADS7,4,3.21,5.21,noerror,NA,NA,,
weescience-edinburgh,MB28,IDS,IDS1,5,16,18,noerror,NA,NA,,
weescience-edinburgh,MB28,ADS,ADS1,6,13.87,18,noerror,NA,NA,,
weescience-edinburgh,MB28,IDS,IDS3,7,14.17,18,noerror,NA,NA,,
weescience-edinburgh,MB28,ADS,ADS3,8,7.26,9.47,noerror,NA,NA,,
weescience-edinburgh,MB28,IDS,IDS2,9,15.06,18,noerror,NA,NA,,
weescience-edinburgh,MB28,ADS,ADS2,10,16.18,18,noerror,NA,NA,,
weescience-edinburgh,MB28,ADS,ADS4,11,13.71,18,noerror,NA,NA,,
weescience-edinburgh,MB28,IDS,IDS4,12,10.02,16.22,noerror,NA,NA,,
weescience-edinburgh,MB28,ADS,ADS6,13,4.74,8.46,noerror,NA,NA,,
weescience-edinburgh,MB28,IDS,IDS6,14,4.24,6.54,noerror,NA,NA,,
weescience-edinburgh,MB28,ADS,ADS8,15,1.74,4.04,noerror,NA,NA,,
weescience-edinburgh,MB28,IDS,IDS8,16,5.66,7.77,noerror,NA,NA,,
weescience-edinburgh,MB29,training,train1,-2,10.91,18,noerror,NA,NA,,
weescience-edinburgh,MB29,training,train2,-1,6.33,11.79,noerror,NA,NA,,
weescience-edinburgh,MB29,IDS,IDS1,1,10.33,14.41,noerror,NA,NA,,
weescience-edinburgh,MB29,ADS,ADS1,2,4.79,7.16,noerror,NA,NA,,
weescience-edinburgh,MB29,IDS,IDS2,3,6.54,10.79,noerror,NA,NA,,
weescience-edinburgh,MB29,ADS,ADS2,4,12.28,18,noerror,NA,NA,,
weescience-edinburgh,MB29,ADS,ADS3,5,10.7,18,noerror,NA,NA,,
weescience-edinburgh,MB29,IDS,IDS3,6,12.64,18,noerror,NA,NA,,
weescience-edinburgh,MB29,IDS,IDS4,7,4.62,8.96,noerror,NA,NA,,
weescience-edinburgh,MB29,ADS,ADS4,8,11.64,18,noerror,NA,NA,,
weescience-edinburgh,MB29,ADS,ADS5,9,10.86,18,noerror,NA,NA,,
weescience-edinburgh,MB29,IDS,IDS5,10,10.42,18,noerror,NA,NA,,
weescience-edinburgh,MB29,ADS,ADS6,11,6.89,12.15,noerror,NA,NA,,
weescience-edinburgh,MB29,IDS,IDS6,12,4.14,7.93,noerror,NA,NA,,
weescience-edinburgh,MB29,IDS,IDS7,13,11.3,17.71,noerror,NA,NA,,
weescience-edinburgh,MB29,ADS,ADS7,14,6.66,11.35,noerror,NA,NA,,
weescience-edinburgh,MB29,ADS,ADS8,15,2.12,4.42,noerror,NA,NA,,
weescience-edinburgh,MB29,IDS,IDS8,16,5.91,10.64,noerror,NA,NA,,
weescience-edinburgh,MB30,training,train2,-2,9.5,11.72,noerror,NA,NA,,
weescience-edinburgh,MB30,training,train1,-1,9.02,11.33,noerror,NA,NA,,
weescience-edinburgh,MB30,ADS,ADS1,1,15.38,18,noerror,NA,NA,,
weescience-edinburgh,MB30,IDS,IDS1,2,14.14,16.58,noerror,NA,NA,,
weescience-edinburgh,MB30,ADS,ADS2,3,7.21,10.13,noerror,NA,NA,,
weescience-edinburgh,MB30,IDS,IDS2,4,3.28,5.66,noerror,NA,NA,,
weescience-edinburgh,MB30,IDS,IDS3,5,6.02,8.46,noerror,NA,NA,,
weescience-edinburgh,MB30,ADS,ADS3,6,7.41,11.31,noerror,NA,NA,,
weescience-edinburgh,MB30,ADS,ADS4,7,5.18,8.16,noerror,NA,NA,,
weescience-edinburgh,MB30,IDS,IDS4,8,2.86,5.29,noerror,NA,NA,,
weescience-edinburgh,MB30,IDS,IDS5,9,5.55,9.85,noerror,NA,NA,,
weescience-edinburgh,MB30,ADS,ADS5,10,12.13,14.61,noerror,NA,NA,,
weescience-edinburgh,MB30,IDS,IDS6,11,7,9.22,noerror,NA,NA,,
weescience-edinburgh,MB30,ADS,ADS6,12,8.61,12.53,noerror,NA,NA,,
weescience-edinburgh,MB30,ADS,ADS7,13,7.79,11.87,noerror,NA,NA,,
weescience-edinburgh,MB30,IDS,IDS7,14,7.47,11.62,noerror,NA,NA,,
weescience-edinburgh,MB30,IDS,IDS8,15,3.22,5.63,noerror,NA,NA,,
weescience-edinburgh,MB30,ADS,ADS8,16,3.41,8.07,noerror,NA,NA,,
weescience-edinburgh,MB31,training,train1,-2,11.37,15.13,noerror,NA,NA,,
weescience-edinburgh,MB31,training,train2,-1,13.85,18,noerror,NA,NA,,
weescience-edinburgh,MB31,IDS,IDS5,1,15.11,18,noerror,NA,NA,,
weescience-edinburgh,MB31,ADS,ADS5,2,4.56,8.87,noerror,NA,NA,,
weescience-edinburgh,MB31,ADS,ADS7,3,4.92,7.59,noerror,NA,NA,,
weescience-edinburgh,MB31,IDS,IDS7,4,11.38,14.01,noerror,NA,NA,,
weescience-edinburgh,MB31,ADS,ADS1,5,2.26,4.73,noerror,NA,NA,,
weescience-edinburgh,MB31,IDS,IDS1,6,6.42,9.03,noerror,NA,NA,,
weescience-edinburgh,MB31,ADS,ADS3,7,4.85,7.43,noerror,NA,NA,,
weescience-edinburgh,MB31,IDS,IDS3,8,9.24,11.77,noerror,NA,NA,,
weescience-edinburgh,MB31,ADS,ADS2,9,7.1,11.1,noerror,NA,NA,,
weescience-edinburgh,MB31,IDS,IDS2,10,0.94,3.38,noerror,NA,restless,,
weescience-edinburgh,MB31,IDS,IDS4,11,0.98,3.4,noerror,NA,restless,,
weescience-edinburgh,MB31,ADS,ADS4,12,4.19,6.6,noerror,NA,restless,,0
weescience-edinburgh,MB31,IDS,IDS6,13,2.38,4.9,noerror,NA,restless,,
weescience-edinburgh,MB31,ADS,ADS6,14,1.34,4.17,noerror,NA,restless,,
weescience-edinburgh,MB31,IDS,IDS8,15,4.1,7.79,noerror,NA,restless,,
weescience-edinburgh,MB31,ADS,ADS8,16,2.1,5.51,noerror,NA,restless,,
weescience-edinburgh,MB32,training,train2,-2,17.46,18,noerror,NA,NA,,
weescience-edinburgh,MB32,training,train1,-1,9.41,12.53,noerror,NA,NA,,
weescience-edinburgh,MB32,ADS,ADS5,1,16.33,18,noerror,NA,NA,,
weescience-edinburgh,MB32,IDS,IDS5,2,15.35,18,noerror,NA,NA,,
weescience-edinburgh,MB32,IDS,IDS7,3,17.37,18,noerror,NA,NA,,
weescience-edinburgh,MB32,ADS,ADS7,4,17.05,18,noerror,NA,NA,,
weescience-edinburgh,MB32,IDS,IDS1,5,11.69,16.54,noerror,NA,NA,,
weescience-edinburgh,MB32,ADS,ADS1,6,16.05,18,noerror,NA,NA,,
weescience-edinburgh,MB32,IDS,IDS3,7,9.72,12.38,noerror,NA,NA,,
weescience-edinburgh,MB32,ADS,ADS3,8,4.85,7.84,noerror,NA,NA,,
weescience-edinburgh,MB32,IDS,IDS2,9,3.46,6.08,noerror,NA,NA,,
weescience-edinburgh,MB32,ADS,ADS2,10,3.52,6.88,noerror,NA,NA,,
weescience-edinburgh,MB32,ADS,ADS4,11,16.84,18,noerror,NA,NA,,
weescience-edinburgh,MB32,IDS,IDS4,12,14.3,17.28,noerror,NA,NA,,
weescience-edinburgh,MB32,ADS,ADS6,13,11.74,14.29,noerror,NA,NA,,
weescience-edinburgh,MB32,IDS,IDS6,14,15.58,18,noerror,NA,NA,,
weescience-edinburgh,MB32,ADS,ADS8,15,12.14,14.76,noerror,NA,NA,,
weescience-edinburgh,MB32,IDS,IDS8,16,2.98,5.62,noerror,NA,NA,,
weescience-edinburgh,MB33,training,train2,-2,16.14,18,noerror,NA,NA,,
weescience-edinburgh,MB33,training,train1,-1,16.61,18,noerror,NA,NA,,
weescience-edinburgh,MB33,ADS,ADS5,1,16.06,18,noerror,NA,NA,,
weescience-edinburgh,MB33,IDS,IDS5,2,14.89,18,noerror,NA,NA,,
weescience-edinburgh,MB33,IDS,IDS7,3,16.44,18,noerror,NA,NA,,
weescience-edinburgh,MB33,ADS,ADS7,4,6.62,9.29,noerror,NA,NA,,
weescience-edinburgh,MB33,IDS,IDS1,5,16.9,18,noerror,NA,NA,,
weescience-edinburgh,MB33,ADS,ADS1,6,12.72,17.58,noerror,NA,NA,,
weescience-edinburgh,MB33,IDS,IDS3,7,13.86,18,noerror,NA,NA,,
weescience-edinburgh,MB33,ADS,ADS3,8,12.71,18,noerror,NA,NA,,
weescience-edinburgh,MB33,IDS,IDS2,9,3.66,6.52,noerror,NA,NA,,
weescience-edinburgh,MB33,ADS,ADS2,10,3.53,5.77,noerror,NA,NA,,
weescience-edinburgh,MB33,ADS,ADS4,11,0.9,3.32,noerror,NA,restless,,
weescience-edinburgh,MB33,IDS,IDS4,12,0.93,3.04,noerror,NA,restless,,
weescience-edinburgh,MB33,ADS,ADS6,13,3.33,5.75,noerror,NA,restless,,
weescience-edinburgh,MB33,IDS,IDS6,14,4.72,6.82,noerror,NA,restless,,
weescience-edinburgh,MB33,ADS,ADS8,15,11.17,14.34,noerror,NA,NA,,
weescience-edinburgh,MB33,IDS,IDS8,16,4.85,7.26,noerror,NA,NA,,
weescience-edinburgh,MB34,training,train1,-2,14.51,18,noerror,NA,NA,,
weescience-edinburgh,MB34,training,train2,-1,12.59,16.52,noerror,NA,NA,,
weescience-edinburgh,MB34,IDS,IDS5,1,12.75,18,noerror,NA,NA,,
weescience-edinburgh,MB34,ADS,ADS5,2,17.56,18,noerror,NA,NA,,
weescience-edinburgh,MB34,ADS,ADS7,3,10.43,13.95,noerror,NA,NA,,
weescience-edinburgh,MB34,IDS,IDS7,4,4.52,7,noerror,NA,NA,,
weescience-edinburgh,MB34,ADS,ADS1,5,5.38,7.85,noerror,NA,NA,,
weescience-edinburgh,MB34,IDS,IDS1,6,7.42,9.84,noerror,NA,NA,,
weescience-edinburgh,MB34,ADS,ADS3,7,6.68,9.66,noerror,NA,NA,,
weescience-edinburgh,MB34,IDS,IDS3,8,2.54,5.05,noerror,NA,NA,,
weescience-edinburgh,MB34,ADS,ADS2,9,2.16,4.53,noerror,NA,NA,,
weescience-edinburgh,MB34,IDS,IDS2,10,2.57,5.48,noerror,NA,NA,,
weescience-edinburgh,MB34,IDS,IDS4,11,8.14,11.6,noerror,NA,NA,,
weescience-edinburgh,MB34,ADS,ADS4,12,6.86,9.87,noerror,NA,NA,,
weescience-edinburgh,MB34,IDS,IDS6,13,8.8,11.98,noerror,NA,NA,,
weescience-edinburgh,MB34,ADS,ADS6,14,12.74,16.24,noerror,NA,NA,,
weescience-edinburgh,MB34,IDS,IDS8,15,1.97,4.5,noerror,NA,unhappy,,
weescience-edinburgh,MB34,ADS,ADS8,16,0.76,3.17,noerror,NA,unhappy,,
weescience-edinburgh,MB35,training,train1,-2,16.56,18,noerror,NA,NA,,
weescience-edinburgh,MB35,training,train2,-1,17.31,18,noerror,NA,NA,,
weescience-edinburgh,MB35,IDS,IDS1,1,5.42,8.77,noerror,NA,NA,,
weescience-edinburgh,MB35,ADS,ADS1,2,12.25,18,noerror,NA,NA,,
weescience-edinburgh,MB35,IDS,IDS2,3,5.47,9.74,noerror,NA,NA,,
weescience-edinburgh,MB35,ADS,ADS2,4,2.98,5.51,noerror,NA,NA,,
weescience-edinburgh,MB35,ADS,ADS3,5,4.86,7.39,noerror,NA,NA,,
weescience-edinburgh,MB35,IDS,IDS3,6,3.46,6.03,noerror,NA,NA,,
weescience-edinburgh,MB35,IDS,IDS4,7,1.98,4.69,noerror,NA,NA,,
weescience-edinburgh,MB35,ADS,ADS4,8,2.22,4.75,noerror,NA,NA,,
weescience-edinburgh,MB35,ADS,ADS5,9,3.17,5.71,noerror,NA,NA,,
weescience-edinburgh,MB35,IDS,IDS5,10,7.29,9.9,noerror,NA,NA,,
weescience-edinburgh,MB35,ADS,ADS6,11,10.89,13.43,noerror,NA,NA,,
weescience-edinburgh,MB35,IDS,IDS6,12,6.54,9.05,noerror,NA,NA,,
weescience-edinburgh,MB35,IDS,IDS7,13,4.93,7.53,noerror,NA,NA,,
weescience-edinburgh,MB35,ADS,ADS7,14,4.17,6.69,noerror,NA,NA,,
weescience-edinburgh,MB35,ADS,ADS8,15,4.63,7.89,noerror,NA,NA,,
weescience-edinburgh,MB35,IDS,IDS8,16,4.07,8.6,noerror,NA,NA,,
weescience-edinburgh,MB36,training,train1,-2,10.18,12.53,noerror,NA,NA,,
weescience-edinburgh,MB36,training,train2,-1,9.09,11.62,noerror,NA,NA,,
weescience-edinburgh,MB36,IDS,IDS1,1,12.55,14.92,noerror,NA,NA,,
weescience-edinburgh,MB36,ADS,ADS1,2,4.83,7.22,noerror,NA,NA,,
weescience-edinburgh,MB36,IDS,IDS2,3,10.75,13.84,noerror,NA,NA,,
weescience-edinburgh,MB36,ADS,ADS2,4,12.53,16.54,noerror,NA,NA,,
weescience-edinburgh,MB36,ADS,ADS3,5,11.94,18,noerror,NA,NA,,
weescience-edinburgh,MB36,IDS,IDS3,6,1.87,4.49,noerror,NA,NA,,
weescience-edinburgh,MB36,IDS,IDS4,7,1.46,4.13,noerror,NA,NA,,
weescience-edinburgh,MB36,ADS,ADS4,8,1.53,4.06,noerror,NA,NA,,
weescience-edinburgh,MB36,ADS,ADS5,9,2.94,6.17,noerror,NA,NA,,
weescience-edinburgh,MB36,IDS,IDS5,10,12.61,18,noerror,NA,NA,,
weescience-edinburgh,MB36,ADS,ADS6,11,12.36,18,noerror,NA,NA,,
weescience-edinburgh,MB36,IDS,IDS6,12,6.58,10.54,noerror,NA,NA,,
weescience-edinburgh,MB36,IDS,IDS7,13,2.36,5,noerror,NA,NA,,
weescience-edinburgh,MB36,ADS,ADS7,14,10.69,17.2,noerror,NA,NA,,
weescience-edinburgh,MB36,ADS,ADS8,15,2.52,6.06,noerror,NA,NA,,
weescience-edinburgh,MB36,IDS,IDS8,16,3.92,9.43,noerror,NA,NA,,
