lab;subid;trial_type;stimulus;trial_num;total_trial_time;looking_time;trial_error;trial_error_type;notes
weltentdecker-zurich;mb_13936;ADS;ADS3;6;6.85;4.48;noerror;NA;NA
weltentdecker-zurich;mb_13936;ADS;ADS4;7;3.42;1.36;noerror;NA;NA
weltentdecker-zurich;mb_13936;IDS;IDS4;8;7.70;5.05;noerror;NA;NA
weltentdecker-zurich;mb_13936;IDS;IDS5;9;14.39;8.03;noerror;NA;NA
weltentdecker-zurich;mb_13936;ADS;ADS5;10;7.23;4.75;noerror;NA;NA
weltentdecker-zurich;mb_13936;IDS;IDS6;11;13.11;11.11;error;parent intervention;parent points to screen
weltentdecker-zurich;mb_13936;ADS;ADS6;12;4.35;0.79;error;too fussy;NA
weltentdecker-zurich;mb_13936;ADS;ADS7;13;2.28;0.24;error;too fussy;NA
weltentdecker-zurich;mb_13936;IDS;IDS7;14;3.32;1.11;noerror;NA;NA
weltentdecker-zurich;mb_13936;IDS;IDS8;15;6.65;2.30;noerror;NA;NA
weltentdecker-zurich;mb_13936;ADS;ADS8;16;4.17;2.01;noerror;NA;NA
weltentdecker-zurich;mb_13948;training;train1;-2;16.17;14.17;noerror;NA;NA
weltentdecker-zurich;mb_13948;training;train2;-1;14.20;12.20;noerror;NA;NA
weltentdecker-zurich;mb_13948;IDS;IDS5;1;16.99;11.55;noerror;NA;NA
weltentdecker-zurich;mb_13948;ADS;ADS5;2;6.98;3.12;noerror;NA;NA
weltentdecker-zurich;mb_13948;ADS;ADS7;3;4.52;2.06;noerror;NA;NA
weltentdecker-zurich;mb_13948;IDS;IDS7;4;5.94;2.42;noerror;NA;NA
weltentdecker-zurich;mb_13948;ADS;ADS1;5;3.99;1.65;noerror;NA;NA
weltentdecker-zurich;mb_13948;IDS;IDS1;6;16.93;10.33;noerror;NA;NA
weltentdecker-zurich;mb_13948;ADS;ADS3;7;11.13;6.80;noerror;NA;NA
weltentdecker-zurich;mb_13948;IDS;IDS3;8;17.79;15.79;error;parent intervention;parent talks and points to screen
weltentdecker-zurich;mb_13948;ADS;ADS2;9;4.95;2.49;noerror;NA;NA
weltentdecker-zurich;mb_13948;IDS;IDS2;10;7.97;3.09;noerror;NA;NA
weltentdecker-zurich;mb_13948;IDS;IDS4;11;4.90;2.57;noerror;NA;NA
weltentdecker-zurich;mb_13948;ADS;ADS4;12;3.70;0.96;noerror;NA;NA
weltentdecker-zurich;mb_13948;IDS;IDS6;13;5.08;2.31;noerror;NA;NA
weltentdecker-zurich;mb_13948;ADS;ADS6;14;18.59;16.59;noerror;NA;NA
weltentdecker-zurich;mb_13948;IDS;IDS8;15;9.78;5.89;noerror;NA;NA
weltentdecker-zurich;mb_13948;ADS;ADS8;16;4.16;1.44;noerror;NA;NA
weltentdecker-zurich;mb_13966;training;train2;-2;13.92;11.92;noerror;NA;NA
weltentdecker-zurich;mb_13966;training;train1;-1;2.24;0.21;noerror;NA;NA
weltentdecker-zurich;mb_13966;ADS;ADS5;1;12.43;8.82;noerror;NA;NA
weltentdecker-zurich;mb_13966;IDS;IDS5;2;12.60;10.60;noerror;NA;NA
weltentdecker-zurich;mb_13966;IDS;IDS7;3;15.47;13.47;noerror;NA;NA
weltentdecker-zurich;mb_13966;ADS;ADS7;4;14.87;8.48;noerror;NA;NA
weltentdecker-zurich;mb_13966;IDS;IDS1;5;8.14;5.63;noerror;NA;NA
weltentdecker-zurich;mb_13966;ADS;ADS1;6;14.87;12.87;noerror;NA;NA
weltentdecker-zurich;mb_13966;IDS;IDS3;7;5.35;2.27;noerror;NA;NA
weltentdecker-zurich;mb_13966;ADS;ADS3;8;4.30;2.17;noerror;NA;NA
weltentdecker-zurich;mb_13966;IDS;IDS2;9;8.64;5.78;noerror;NA;NA
weltentdecker-zurich;mb_13966;ADS;ADS2;10;4.49;2.37;noerror;NA;NA
weltentdecker-zurich;mb_13966;ADS;ADS4;11;4.87;2.65;noerror;NA;NA
weltentdecker-zurich;mb_13966;IDS;IDS4;12;7.77;4.97;noerror;NA;NA
weltentdecker-zurich;mb_13966;ADS;ADS6;13;4.35;1.17;noerror;NA;NA
weltentdecker-zurich;mb_13966;IDS;IDS6;14;5.31;1.33;noerror;NA;NA
weltentdecker-zurich;mb_13966;ADS;ADS8;15;3.48;0.03;noerror;NA;NA
weltentdecker-zurich;mb_13966;IDS;IDS8;16;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_13968;training;train2;-2;NC;NC;error;calibration/tracking not possible;child very fussy
weltentdecker-zurich;mb_13968;training;train1;-1;NC;NC;error;calibration/tracking not possible;child very fussy
weltentdecker-zurich;mb_13968;ADS;ADS5;1;NC;NC;error;calibration/tracking not possible;child very fussy
weltentdecker-zurich;mb_13968;IDS;IDS5;2;NC;NC;error;calibration/tracking not possible;child very fussy
weltentdecker-zurich;mb_13968;IDS;IDS7;3;NC;NC;error;calibration/tracking not possible;child very fussy
weltentdecker-zurich;mb_13968;ADS;ADS7;4;NC;NC;error;calibration/tracking not possible;child very fussy
weltentdecker-zurich;mb_13968;IDS;IDS1;5;NC;NC;error;calibration/tracking not possible;child very fussy
weltentdecker-zurich;mb_13968;ADS;ADS1;6;NC;NC;error;calibration/tracking not possible;child very fussy
weltentdecker-zurich;mb_13968;IDS;IDS3;7;NC;NC;error;calibration/tracking not possible;child very fussy
weltentdecker-zurich;mb_13968;ADS;ADS3;8;NC;NC;error;calibration/tracking not possible;child very fussy
weltentdecker-zurich;mb_13968;IDS;IDS2;9;NC;NC;error;calibration/tracking not possible;child very fussy
weltentdecker-zurich;mb_13968;ADS;ADS2;10;NC;NC;error;calibration/tracking not possible;child very fussy
weltentdecker-zurich;mb_13968;ADS;ADS4;11;NC;NC;error;calibration/tracking not possible;child very fussy
weltentdecker-zurich;mb_13968;IDS;IDS4;12;NC;NC;error;calibration/tracking not possible;child very fussy
weltentdecker-zurich;mb_13968;ADS;ADS6;13;NC;NC;error;calibration/tracking not possible;child very fussy
weltentdecker-zurich;mb_13968;IDS;IDS6;14;NC;NC;error;calibration/tracking not possible;child very fussy
weltentdecker-zurich;mb_13968;ADS;ADS8;15;NC;NC;error;calibration/tracking not possible;child very fussy
weltentdecker-zurich;mb_13968;IDS;IDS8;16;NC;NC;error;calibration/tracking not possible;child very fussy
weltentdecker-zurich;mb_13990;training;train1;-2;14.66;12.66;noerror;NA;NA
weltentdecker-zurich;mb_13990;training;train2;-1;7.30;4.59;noerror;NA;NA
weltentdecker-zurich;mb_13990;IDS;IDS1;1;7.46;3.32;noerror;NA;NA
weltentdecker-zurich;mb_13990;ADS;ADS1;2;15.03;13.03;noerror;NA;NA
weltentdecker-zurich;mb_13990;IDS;IDS2;3;11.87;6.80;noerror;NA;NA
weltentdecker-zurich;mb_13990;ADS;ADS2;4;7.16;4.83;noerror;NA;NA
weltentdecker-zurich;mb_13990;ADS;ADS3;5;9.81;6.08;noerror;NA;NA
weltentdecker-zurich;mb_13990;IDS;IDS3;6;4.62;2.34;noerror;NA;NA
weltentdecker-zurich;mb_13990;IDS;IDS4;7;7.31;4.26;noerror;NA;NA
weltentdecker-zurich;mb_13990;ADS;ADS4;8;3.17;1.11;noerror;NA;NA
weltentdecker-zurich;mb_13990;ADS;ADS5;9;9.14;5.72;noerror;NA;NA
weltentdecker-zurich;mb_13990;IDS;IDS5;10;4.83;1.44;noerror;NA;NA
weltentdecker-zurich;mb_13990;ADS;ADS6;11;3.44;0.44;noerror;NA;NA
weltentdecker-zurich;mb_13990;IDS;IDS6;12;3.52;1.38;noerror;NA;NA
weltentdecker-zurich;mb_13990;IDS;IDS7;13;12.52;5.64;noerror;NA;NA
weltentdecker-zurich;mb_13990;ADS;ADS7;14;3.09;1.04;noerror;NA;NA
weltentdecker-zurich;mb_13990;ADS;ADS8;15;5.43;1.25;noerror;NA;NA
weltentdecker-zurich;mb_13990;IDS;IDS8;16;6.27;1.12;noerror;NA;NA
weltentdecker-zurich;mb_13996;training;train2;-2;11.14;8.18;noerror;NA;NA
weltentdecker-zurich;mb_13996;training;train1;-1;4.24;2.17;noerror;NA;NA
weltentdecker-zurich;mb_13996;ADS;ADS1;1;10.41;5.24;noerror;NA;NA
weltentdecker-zurich;mb_13996;IDS;IDS1;2;3.61;1.54;noerror;NA;NA
weltentdecker-zurich;mb_13996;ADS;ADS2;3;14.42;12.42;noerror;NA;NA
weltentdecker-zurich;mb_13996;IDS;IDS2;4;4.91;2.83;noerror;NA;NA
weltentdecker-zurich;mb_13996;IDS;IDS3;5;5.08;2.55;noerror;NA;NA
weltentdecker-zurich;mb_13996;ADS;ADS3;6;9.33;4.86;noerror;NA;NA
weltentdecker-zurich;mb_13996;ADS;ADS4;7;3.53;1.32;noerror;NA;NA
weltentdecker-zurich;mb_13996;IDS;IDS4;8;9.05;6.51;noerror;NA;NA
weltentdecker-zurich;mb_13996;IDS;IDS5;9;4.93;2.89;noerror;NA;NA
weltentdecker-zurich;mb_13996;ADS;ADS5;10;6.76;2.66;noerror;NA;NA
weltentdecker-zurich;mb_13996;IDS;IDS6;11;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_13996;ADS;ADS6;12;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_13996;ADS;ADS7;13;6.39;0.76;noerror;NA;NA
weltentdecker-zurich;mb_13996;IDS;IDS7;14;7.80;3.20;noerror;NA;NA
weltentdecker-zurich;mb_13996;IDS;IDS8;15;2.53;0.48;noerror;NA;NA
weltentdecker-zurich;mb_13996;ADS;ADS8;16;7.39;4.92;noerror;NA;NA
weltentdecker-zurich;mb_14021;training;train1;-2;10.16;5.32;noerror;NA;NA
weltentdecker-zurich;mb_14021;training;train2;-1;3.18;1.01;noerror;NA;NA
weltentdecker-zurich;mb_14021;IDS;IDS5;1;9.40;7.06;noerror;NA;NA
weltentdecker-zurich;mb_14021;ADS;ADS5;2;4.78;2.17;noerror;NA;NA
weltentdecker-zurich;mb_14021;ADS;ADS7;3;2.39;0.34;noerror;NA;NA
weltentdecker-zurich;mb_14021;IDS;IDS7;4;3.24;1.18;noerror;NA;NA
weltentdecker-zurich;mb_14021;ADS;ADS1;5;4.45;0.97;error;too fussy;NA
weltentdecker-zurich;mb_14021;IDS;IDS1;6;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_14021;ADS;ADS3;7;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_14021;IDS;IDS3;8;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_14021;ADS;ADS2;9;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_14021;IDS;IDS2;10;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_14021;IDS;IDS4;11;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_14021;ADS;ADS4;12;3.29;1.23;noerror;NA;NA
weltentdecker-zurich;mb_14021;IDS;IDS6;13;4.38;2.35;noerror;NA;NA
weltentdecker-zurich;mb_14021;ADS;ADS6;14;5.38;2.89;noerror;NA;NA
weltentdecker-zurich;mb_14021;IDS;IDS8;15;16.74;9.69;noerror;NA;NA
weltentdecker-zurich;mb_14021;ADS;ADS8;16;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_14054;training;train1;-2;16.38;14.38;noerror;NA;NA
weltentdecker-zurich;mb_14054;training;train2;-1;17.29;15.29;noerror;NA;NA
weltentdecker-zurich;mb_14054;IDS;IDS1;1;17.76;15.76;noerror;NA;NA
weltentdecker-zurich;mb_14054;ADS;ADS1;2;15.63;13.63;noerror;NA;NA
weltentdecker-zurich;mb_14054;IDS;IDS2;3;18.32;16.32;noerror;NA;NA
weltentdecker-zurich;mb_14054;ADS;ADS2;4;9.30;5.16;noerror;NA;NA
weltentdecker-zurich;mb_14054;ADS;ADS3;5;5.01;2.71;noerror;NA;NA
weltentdecker-zurich;mb_14054;IDS;IDS3;6;13.91;9.51;noerror;NA;NA
weltentdecker-zurich;mb_14054;IDS;IDS4;7;13.61;11.61;noerror;NA;NA
weltentdecker-zurich;mb_14054;ADS;ADS4;8;3.82;1.74;noerror;NA;NA
weltentdecker-zurich;mb_14054;ADS;ADS5;9;6.17;3.82;noerror;NA;NA
weltentdecker-zurich;mb_14054;IDS;IDS5;10;15.95;13.95;noerror;NA;NA
weltentdecker-zurich;mb_14054;ADS;ADS6;11;6.22;2.38;noerror;NA;NA
weltentdecker-zurich;mb_14054;IDS;IDS6;12;15.26;13.26;noerror;NA;NA
weltentdecker-zurich;mb_14054;IDS;IDS7;13;11.69;8.02;noerror;NA;NA
weltentdecker-zurich;mb_14054;ADS;ADS7;14;3.55;1.24;noerror;NA;NA
weltentdecker-zurich;mb_14054;ADS;ADS8;15;4.09;1.52;noerror;NA;NA
weltentdecker-zurich;mb_14054;IDS;IDS8;16;3.06;0.93;noerror;NA;NA
weltentdecker-zurich;mb_14059;training;train2;-2;12.76;10.76;noerror;NA;NA
weltentdecker-zurich;mb_14059;training;train1;-1;15.56;13.56;noerror;NA;NA
weltentdecker-zurich;mb_14059;ADS;ADS5;1;13.89;11.89;noerror;NA;NA
weltentdecker-zurich;mb_14059;IDS;IDS5;2;11.97;9.97;noerror;NA;NA
weltentdecker-zurich;mb_14059;IDS;IDS7;3;13.79;11.79;noerror;NA;NA
weltentdecker-zurich;mb_14059;ADS;ADS7;4;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_14059;IDS;IDS1;5;17.72;15.72;noerror;NA;NA
weltentdecker-zurich;mb_14059;ADS;ADS1;6;7.59;5.33;noerror;NA;NA
weltentdecker-zurich;mb_14059;IDS;IDS3;7;16.14;14.14;noerror;NA;NA
weltentdecker-zurich;mb_14059;ADS;ADS3;8;18.00;16.02;noerror;NA;NA
weltentdecker-zurich;mb_14059;IDS;IDS2;9;9.09;6.83;noerror;NA;NA
weltentdecker-zurich;mb_14059;ADS;ADS2;10;18.00;16.05;noerror;NA;NA
weltentdecker-zurich;mb_14059;ADS;ADS4;11;18.00;16.20;noerror;NA;NA
weltentdecker-zurich;mb_14059;IDS;IDS4;12;18.00;16.83;noerror;NA;NA
weltentdecker-zurich;mb_14059;ADS;ADS6;13;15.73;13.73;noerror;NA;NA
weltentdecker-zurich;mb_14059;IDS;IDS6;14;18.00;16.74;noerror;NA;NA
weltentdecker-zurich;mb_14059;ADS;ADS8;15;18.00;17.44;noerror;NA;NA
weltentdecker-zurich;mb_14059;IDS;IDS8;16;12.49;9.75;noerror;NA;NA
weltentdecker-zurich;mb_14104;training;train2;-2;9.76;6.98;noerror;NA;NA
weltentdecker-zurich;mb_14104;training;train1;-1;4.79;2.52;noerror;NA;NA
weltentdecker-zurich;mb_14104;ADS;ADS1;1;12.28;8.28;noerror;NA;NA
weltentdecker-zurich;mb_14104;IDS;IDS1;2;9.16;3.69;noerror;NA;NA
weltentdecker-zurich;mb_14104;ADS;ADS2;3;4.62;0.94;noerror;NA;NA
weltentdecker-zurich;mb_14104;IDS;IDS2;4;6.30;3.23;noerror;NA;NA
weltentdecker-zurich;mb_14104;IDS;IDS3;5;6.56;3.30;noerror;NA;NA
weltentdecker-zurich;mb_14104;ADS;ADS3;6;5.06;2.70;noerror;NA;NA
weltentdecker-zurich;mb_14104;ADS;ADS4;7;10.12;6.82;noerror;NA;NA
weltentdecker-zurich;mb_14104;IDS;IDS4;8;11.35;7.73;noerror;NA;NA
weltentdecker-zurich;mb_14104;IDS;IDS5;9;4.28;2.19;noerror;NA;NA
weltentdecker-zurich;mb_14104;ADS;ADS5;10;5.22;3.11;noerror;NA;NA
weltentdecker-zurich;mb_14104;IDS;IDS6;11;3.33;1.23;noerror;NA;NA
weltentdecker-zurich;mb_14104;ADS;ADS6;12;2.46;0.41;noerror;NA;NA
weltentdecker-zurich;mb_14104;ADS;ADS7;13;3.27;1.23;noerror;NA;NA
weltentdecker-zurich;mb_14104;IDS;IDS7;14;3.05;0.99;noerror;NA;NA
weltentdecker-zurich;mb_14104;IDS;IDS8;15;2.09;0.03;noerror;NA;NA
weltentdecker-zurich;mb_14104;ADS;ADS8;16;14.80;1.96;noerror;NA;NA
weltentdecker-zurich;mb_14182;training;train2;-2;12.51;10.51;noerror;NA;NA
weltentdecker-zurich;mb_14182;training;train1;-1;4.98;2.72;noerror;NA;NA
weltentdecker-zurich;mb_14182;ADS;ADS1;1;18.00;16.45;noerror;NA;NA
weltentdecker-zurich;mb_14182;IDS;IDS1;2;18.00;16.19;noerror;NA;NA
weltentdecker-zurich;mb_14182;ADS;ADS2;3;8.21;4.85;noerror;NA;NA
weltentdecker-zurich;mb_14182;IDS;IDS2;4;18.00;16.03;noerror;NA;NA
weltentdecker-zurich;mb_14182;IDS;IDS3;5;9.69;4.09;noerror;NA;NA
weltentdecker-zurich;mb_14182;ADS;ADS3;6;14.51;12.51;noerror;NA;NA
weltentdecker-zurich;mb_14182;ADS;ADS4;7;11.56;9.56;noerror;NA;NA
weltentdecker-zurich;mb_14182;IDS;IDS4;8;14.79;9.90;noerror;NA;NA
weltentdecker-zurich;mb_14182;IDS;IDS5;9;5.00;2.77;noerror;NA;NA
weltentdecker-zurich;mb_14182;ADS;ADS5;10;8.31;2.95;noerror;NA;NA
weltentdecker-zurich;mb_14182;IDS;IDS6;11;4.96;2.52;noerror;NA;NA
weltentdecker-zurich;mb_14182;ADS;ADS6;12;7.52;3.02;noerror;NA;NA
weltentdecker-zurich;mb_14182;ADS;ADS7;13;10.86;7.09;noerror;NA;NA
weltentdecker-zurich;mb_14182;IDS;IDS7;14;10.32;5.05;noerror;NA;NA
weltentdecker-zurich;mb_14182;IDS;IDS8;15;16.25;14.25;noerror;NA;NA
weltentdecker-zurich;mb_14182;ADS;ADS8;16;17.75;15.75;noerror;NA;NA
weltentdecker-zurich;mb_14191;training;train2;-2;14.47;11.56;noerror;NA;NA
weltentdecker-zurich;mb_14191;training;train1;-1;16.43;14.43;noerror;NA;NA
weltentdecker-zurich;mb_14191;ADS;ADS5;1;18.00;16.75;noerror;NA;NA
weltentdecker-zurich;mb_14191;IDS;IDS5;2;18.00;16.18;noerror;NA;NA
weltentdecker-zurich;mb_14191;IDS;IDS7;3;4.28;1.80;error;technical;lost target for most of the trial
weltentdecker-zurich;mb_14191;ADS;ADS7;4;3.53;1.43;error;technical;lost target for most of the trial
weltentdecker-zurich;mb_14191;IDS;IDS1;5;6.21;3.99;error;technical;lost target for most of the trial
weltentdecker-zurich;mb_14191;ADS;ADS1;6;4.02;0.42;error;technical;lost target for most of the trial
weltentdecker-zurich;mb_14191;IDS;IDS3;7;5.09;0.47;error;technical;lost target for most of the trial
weltentdecker-zurich;mb_14191;ADS;ADS3;8;3.92;1.71;error;technical;lost target for most of the trial
weltentdecker-zurich;mb_14191;IDS;IDS2;9;2.00;0.00;error;technical;lost target for most of the trial
weltentdecker-zurich;mb_14191;ADS;ADS2;10;2.00;0.00;error;technical;lost target for most of the trial
weltentdecker-zurich;mb_14191;ADS;ADS4;11;7.45;1.30;error;technical;lost target for most of the trial
weltentdecker-zurich;mb_14191;IDS;IDS4;12;10.76;3.44;error;technical;lost target for most of the trial
weltentdecker-zurich;mb_14191;ADS;ADS6;13;4.71;1.77;error;technical;lost target for most of the trial
weltentdecker-zurich;mb_14191;IDS;IDS6;14;9.43;3.09;error;technical;lost target for most of the trial
weltentdecker-zurich;mb_14191;ADS;ADS8;15;2.00;0.00;error;technical;lost target for most of the trial
weltentdecker-zurich;mb_14191;IDS;IDS8;16;2.00;0.00;error;technical;lost target for most of the trial
weltentdecker-zurich;mb_14204;training;train2;-2;13.21;3.82;noerror;NA;NA
weltentdecker-zurich;mb_14204;training;train1;-1;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_14204;ADS;ADS5;1;10.15;7.19;error;too fussy;NA
weltentdecker-zurich;mb_14204;IDS;IDS5;2;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_14204;IDS;IDS7;3;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_14204;ADS;ADS7;4;2.00;0.00;error;too fussy/ parent intervention;parent talks to child
weltentdecker-zurich;mb_14204;IDS;IDS1;5;2.00;0.00;error;too fussy/ parent intervention;parent talks to child
weltentdecker-zurich;mb_14204;ADS;ADS1;6;2.00;0.00;error;too fussy/ parent intervention;parent talks to child
weltentdecker-zurich;mb_14204;IDS;IDS3;7;2.00;0.00;error;too fussy/ parent intervention;parent talks to child
weltentdecker-zurich;mb_14204;ADS;ADS3;8;6.06;3.43;noerror;NA;NA
weltentdecker-zurich;mb_14204;IDS;IDS2;9;12.54;7.84;noerror;NA;NA
weltentdecker-zurich;mb_14204;ADS;ADS2;10;17.84;15.84;noerror;NA;NA
weltentdecker-zurich;mb_14204;ADS;ADS4;11;17.96;15.96;noerror;NA;NA
weltentdecker-zurich;mb_14204;IDS;IDS4;12;4.52;2.25;noerror;NA;NA
weltentdecker-zurich;mb_14204;ADS;ADS6;13;5.82;2.51;noerror;NA;NA
weltentdecker-zurich;mb_14204;IDS;IDS6;14;7.94;3.13;noerror;NA;NA
weltentdecker-zurich;mb_14204;ADS;ADS8;15;8.03;3.56;noerror;NA;NA
weltentdecker-zurich;mb_14204;IDS;IDS8;16;7.90;5.52;noerror;NA;NA
weltentdecker-zurich;mb_14207;training;train1;-2;8.73;5.90;noerror;NA;NA
weltentdecker-zurich;mb_14207;training;train2;-1;16.38;8.84;noerror;NA;NA
weltentdecker-zurich;mb_14207;IDS;IDS5;1;5.94;3.66;noerror;NA;NA
weltentdecker-zurich;mb_14207;ADS;ADS5;2;6.29;3.87;noerror;NA;NA
weltentdecker-zurich;mb_14207;ADS;ADS7;3;7.39;3.13;noerror;NA;NA
weltentdecker-zurich;mb_14207;IDS;IDS7;4;8.28;5.94;noerror;NA;NA
weltentdecker-zurich;mb_14207;ADS;ADS1;5;3.80;0.45;error;child kicked eyetracker;tracking not possible
weltentdecker-zurich;mb_14207;IDS;IDS1;6;2.00;0.00;error;child kicked eyetracker;tracking not possible
weltentdecker-zurich;mb_14207;ADS;ADS3;7;2.00;0.00;error;child kicked eyetracker;tracking not possible
weltentdecker-zurich;mb_14207;IDS;IDS3;8;2.00;0.00;error;child kicked eyetracker;tracking not possible
weltentdecker-zurich;mb_14207;ADS;ADS2;9;2.00;0.00;error;child kicked eyetracker;tracking not possible
weltentdecker-zurich;mb_14207;IDS;IDS2;10;2.00;0.00;error;child kicked eyetracker;tracking not possible
weltentdecker-zurich;mb_14207;IDS;IDS4;11;2.00;0.00;error;child kicked eyetracker;tracking not possible
weltentdecker-zurich;mb_14207;ADS;ADS4;12;2.00;0.00;error;child kicked eyetracker;tracking not possible
weltentdecker-zurich;mb_14207;IDS;IDS6;13;2.00;0.00;error;child kicked eyetracker;tracking not possible
weltentdecker-zurich;mb_14207;ADS;ADS6;14;2.00;0.00;error;child kicked eyetracker;tracking not possible
weltentdecker-zurich;mb_14207;IDS;IDS8;15;2.00;0.00;error;child kicked eyetracker;tracking not possible
weltentdecker-zurich;mb_14207;ADS;ADS8;16;2.00;0.00;error;child kicked eyetracker;tracking not possible
