lab;subid;trial_type;stimulus;trial_num;total_trial_time;looking_time;trial_error;trial_error_type;notes
weltentdecker-zurich;mb_13111;IDS;IDS4;11;13.27;9.36;noerror;NA;NA
weltentdecker-zurich;mb_13111;ADS;ADS4;12;2.66;0.62;noerror;NA;NA
weltentdecker-zurich;mb_13111;IDS;IDS6;13;3.55;1.25;noerror;NA;NA
weltentdecker-zurich;mb_13111;ADS;ADS6;14;3.65;1.49;noerror;NA;NA
weltentdecker-zurich;mb_13111;IDS;IDS8;15;3.52;1.46;noerror;NA;NA
weltentdecker-zurich;mb_13111;ADS;ADS8;16;10.32;7.95;noerror;NA;NA
weltentdecker-zurich;mb_13130;training;train2;-2;15.04;13.04;noerror;NA;NA
weltentdecker-zurich;mb_13130;training;train1;-1;8.17;4.00;noerror;NA;NA
weltentdecker-zurich;mb_13130;ADS;ADS1;1;11.56;7.23;noerror;NA;NA
weltentdecker-zurich;mb_13130;IDS;IDS1;2;16.53;9.22;noerror;NA;NA
weltentdecker-zurich;mb_13130;ADS;ADS2;3;15.24;9.59;noerror;NA;NA
weltentdecker-zurich;mb_13130;IDS;IDS2;4;4.28;2.16;noerror;NA;NA
weltentdecker-zurich;mb_13130;IDS;IDS3;5;13.82;8.05;noerror;NA;NA
weltentdecker-zurich;mb_13130;ADS;ADS3;6;9.32;7.09;noerror;NA;NA
weltentdecker-zurich;mb_13130;ADS;ADS4;7;7.50;3.22;noerror;NA;NA
weltentdecker-zurich;mb_13130;IDS;IDS4;8;3.75;1.64;noerror;NA;NA
weltentdecker-zurich;mb_13130;IDS;IDS5;9;6.73;3.97;noerror;NA;NA
weltentdecker-zurich;mb_13130;ADS;ADS5;10;8.92;6.45;error;child removes cover of eyetracker;NA
weltentdecker-zurich;mb_13130;IDS;IDS6;11;6.17;4.17;error;child plays with cover of eyetracker and waves it in front of the eyetracker;NA
weltentdecker-zurich;mb_13130;ADS;ADS6;12;3.81;0.96;error;child plays with cover of eyetracker and waves it in front of the eyetracker;NA
weltentdecker-zurich;mb_13130;ADS;ADS7;13;2.04;0.02;error;child plays with cover of eyetracker and waves it in front of the eyetracker;NA
weltentdecker-zurich;mb_13130;IDS;IDS7;14;10.40;1.70;error;child plays with cover of eyetracker and waves it in front of the eyetracker;NA
weltentdecker-zurich;mb_13130;IDS;IDS8;15;3.37;1.33;error;child plays with cover of eyetracker and waves it in front of the eyetracker;NA
weltentdecker-zurich;mb_13130;ADS;ADS8;16;11.55;7.35;error;child plays with cover of eyetracker and waves it in front of the eyetracker;NA
weltentdecker-zurich;mb_13212;training;train2;-2;15.68;10.27;noerror;NA;NA
weltentdecker-zurich;mb_13212;training;train1;-1;14.69;11.59;noerror;NA;NA
weltentdecker-zurich;mb_13212;ADS;ADS1;1;18.00;17.11;noerror;NA;NA
weltentdecker-zurich;mb_13212;IDS;IDS1;2;14.84;12.84;noerror;NA;NA
weltentdecker-zurich;mb_13212;ADS;ADS2;3;15.29;13.29;noerror;NA;NA
weltentdecker-zurich;mb_13212;IDS;IDS2;4;16.61;14.61;noerror;NA;NA
weltentdecker-zurich;mb_13212;IDS;IDS3;5;17.07;15.07;noerror;NA;NA
weltentdecker-zurich;mb_13212;ADS;ADS3;6;17.41;15.41;noerror;NA;NA
weltentdecker-zurich;mb_13212;ADS;ADS4;7;11.75;6.93;noerror;NA;NA
weltentdecker-zurich;mb_13212;IDS;IDS4;8;15.73;13.73;noerror;NA;NA
weltentdecker-zurich;mb_13212;IDS;IDS5;9;16.47;14.47;noerror;NA;NA
weltentdecker-zurich;mb_13212;ADS;ADS5;10;18.00;16.89;noerror;NA;NA
weltentdecker-zurich;mb_13212;IDS;IDS6;11;18.00;16.59;noerror;NA;NA
weltentdecker-zurich;mb_13212;ADS;ADS6;12;17.21;10.02;noerror;NA;NA
weltentdecker-zurich;mb_13212;ADS;ADS7;13;4.00;1.92;noerror;NA;NA
weltentdecker-zurich;mb_13212;IDS;IDS7;14;16.58;13.19;noerror;NA;NA
weltentdecker-zurich;mb_13212;IDS;IDS8;15;4.43;2.38;noerror;NA;NA
weltentdecker-zurich;mb_13212;ADS;ADS8;16;16.09;14.09;noerror;NA;NA
weltentdecker-zurich;mb_13242;training;train1;-2;17.36;15.36;noerror;NA;NA
weltentdecker-zurich;mb_13242;training;train2;-1;15.95;13.95;noerror;NA;NA
weltentdecker-zurich;mb_13242;IDS;IDS5;1;17.69;15.69;noerror;NA;NA
weltentdecker-zurich;mb_13242;ADS;ADS5;2;6.28;4.05;noerror;NA;NA
weltentdecker-zurich;mb_13242;ADS;ADS7;3;5.11;2.57;noerror;NA;NA
weltentdecker-zurich;mb_13242;IDS;IDS7;4;9.54;6.46;noerror;NA;NA
weltentdecker-zurich;mb_13242;ADS;ADS1;5;3.69;1.54;error;parent intervention;parent points to screen
weltentdecker-zurich;mb_13242;IDS;IDS1;6;6.32;3.33;error;parent intervention;parent points to screen
weltentdecker-zurich;mb_13242;ADS;ADS3;7;11.86;9.78;noerror;NA;NA
weltentdecker-zurich;mb_13242;IDS;IDS3;8;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_13242;ADS;ADS2;9;15.44;8.17;noerror;NA;NA
weltentdecker-zurich;mb_13242;IDS;IDS2;10;10.93;7.95;noerror;NA;NA
weltentdecker-zurich;mb_13242;IDS;IDS4;11;18.00;16.56;noerror;NA;NA
weltentdecker-zurich;mb_13242;ADS;ADS4;12;17.04;11.63;noerror;NA;NA
weltentdecker-zurich;mb_13242;IDS;IDS6;13;17.98;15.98;noerror;NA;NA
weltentdecker-zurich;mb_13242;ADS;ADS6;14;5.51;3.28;noerror;NA;NA
weltentdecker-zurich;mb_13242;IDS;IDS8;15;5.92;3.64;noerror;NA;NA
weltentdecker-zurich;mb_13242;ADS;ADS8;16;14.41;10.79;noerror;NA;NA
weltentdecker-zurich;mb_13288;training;train2;-2;18.00;16.30;noerror;NA;NA
weltentdecker-zurich;mb_13288;training;train1;-1;7.93;4.53;noerror;NA;NA
weltentdecker-zurich;mb_13288;ADS;ADS5;1;14.22;12.22;noerror;NA;NA
weltentdecker-zurich;mb_13288;IDS;IDS5;2;15.57;8.23;noerror;NA;NA
weltentdecker-zurich;mb_13288;IDS;IDS7;3;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_13288;ADS;ADS7;4;3.64;1.39;noerror;NA;NA
weltentdecker-zurich;mb_13288;IDS;IDS1;5;17.29;15.29;noerror;NA;NA
weltentdecker-zurich;mb_13288;ADS;ADS1;6;5.13;2.89;noerror;NA;NA
weltentdecker-zurich;mb_13288;IDS;IDS3;7;17.91;15.91;noerror;NA;NA
weltentdecker-zurich;mb_13288;ADS;ADS3;8;12.15;8.59;noerror;NA;NA
weltentdecker-zurich;mb_13288;IDS;IDS2;9;13.95;11.95;noerror;NA;NA
weltentdecker-zurich;mb_13288;ADS;ADS2;10;4.86;2.65;noerror;NA;NA
weltentdecker-zurich;mb_13288;ADS;ADS4;11;12.39;5.35;noerror;NA;NA
weltentdecker-zurich;mb_13288;IDS;IDS4;12;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_13288;ADS;ADS6;13;15.12;13.12;noerror;NA;NA
weltentdecker-zurich;mb_13288;IDS;IDS6;14;18.00;16.73;noerror;NA;NA
weltentdecker-zurich;mb_13288;ADS;ADS8;15;18.00;17.61;noerror;NA;NA
weltentdecker-zurich;mb_13288;IDS;IDS8;16;12.74;10.74;noerror;NA;NA
weltentdecker-zurich;mb_13309;training;train1;-2;14.53;12.53;noerror;NA;NA
weltentdecker-zurich;mb_13309;training;train2;-1;7.68;3.98;noerror;NA;NA
weltentdecker-zurich;mb_13309;IDS;IDS1;1;10.26;6.88;noerror;NA;NA
weltentdecker-zurich;mb_13309;ADS;ADS1;2;9.92;5.29;noerror;NA;NA
weltentdecker-zurich;mb_13309;IDS;IDS2;3;14.99;12.99;noerror;NA;NA
weltentdecker-zurich;mb_13309;ADS;ADS2;4;4.28;2.03;noerror;NA;NA
weltentdecker-zurich;mb_13309;ADS;ADS3;5;8.15;5.00;noerror;NA;NA
weltentdecker-zurich;mb_13309;IDS;IDS3;6;3.59;1.49;noerror;NA;NA
weltentdecker-zurich;mb_13309;IDS;IDS4;7;2.32;0.28;noerror;NA;NA
weltentdecker-zurich;mb_13309;ADS;ADS4;8;7.84;2.95;noerror;NA;NA
weltentdecker-zurich;mb_13309;ADS;ADS5;9;9.55;3.22;noerror;NA;NA
weltentdecker-zurich;mb_13309;IDS;IDS5;10;4.80;1.52;noerror;NA;NA
weltentdecker-zurich;mb_13309;ADS;ADS6;11;3.88;1.69;noerror;NA;NA
weltentdecker-zurich;mb_13309;IDS;IDS6;12;3.36;1.04;noerror;NA;NA
weltentdecker-zurich;mb_13309;IDS;IDS7;13;2.82;0.69;noerror;NA;NA
weltentdecker-zurich;mb_13309;ADS;ADS7;14;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_13309;ADS;ADS8;15;4.68;0.39;noerror;NA;NA
weltentdecker-zurich;mb_13309;IDS;IDS8;16;2.10;0.04;noerror;NA;NA
weltentdecker-zurich;mb_13314;training;train1;-2;10.98;7.85;noerror;NA;NA
weltentdecker-zurich;mb_13314;training;train2;-1;12.76;8.96;noerror;NA;NA
weltentdecker-zurich;mb_13314;IDS;IDS5;1;18.57;16.57;noerror;NA;NA
weltentdecker-zurich;mb_13314;ADS;ADS5;2;5.97;3.86;noerror;NA;NA
weltentdecker-zurich;mb_13314;ADS;ADS7;3;5.33;3.17;noerror;NA;NA
weltentdecker-zurich;mb_13314;IDS;IDS7;4;4.23;2.16;noerror;NA;NA
weltentdecker-zurich;mb_13314;ADS;ADS1;5;4.17;2.07;noerror;NA;NA
weltentdecker-zurich;mb_13314;IDS;IDS1;6;9.38;6.94;noerror;NA;NA
weltentdecker-zurich;mb_13314;ADS;ADS3;7;6.62;3.58;noerror;NA;NA
weltentdecker-zurich;mb_13314;IDS;IDS3;8;17.15;15.15;noerror;NA;NA
weltentdecker-zurich;mb_13314;ADS;ADS2;9;15.60;10.24;noerror;NA;NA
weltentdecker-zurich;mb_13314;IDS;IDS2;10;4.33;2.25;noerror;NA;NA
weltentdecker-zurich;mb_13314;IDS;IDS4;11;9.50;7.02;noerror;NA;NA
weltentdecker-zurich;mb_13314;ADS;ADS4;12;5.00;2.58;noerror;NA;NA
weltentdecker-zurich;mb_13314;IDS;IDS6;13;7.84;2.69;noerror;NA;NA
weltentdecker-zurich;mb_13314;ADS;ADS6;14;3.73;1.67;noerror;NA;NA
weltentdecker-zurich;mb_13314;IDS;IDS8;15;6.69;4.51;noerror;NA;NA
weltentdecker-zurich;mb_13314;ADS;ADS8;16;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_13326;training;train1;-2;5.38;2.75;noerror;NA;NA
weltentdecker-zurich;mb_13326;training;train2;-1;16.82;14.82;noerror;NA;NA
weltentdecker-zurich;mb_13326;IDS;IDS5;1;16.26;14.26;noerror;NA;NA
weltentdecker-zurich;mb_13326;ADS;ADS5;2;18.00;17.60;noerror;NA;NA
weltentdecker-zurich;mb_13326;ADS;ADS7;3;7.67;4.81;noerror;NA;NA
weltentdecker-zurich;mb_13326;IDS;IDS7;4;16.23;14.23;noerror;NA;NA
weltentdecker-zurich;mb_13326;ADS;ADS1;5;7.09;4.89;noerror;NA;NA
weltentdecker-zurich;mb_13326;IDS;IDS1;6;6.11;3.90;noerror;NA;NA
weltentdecker-zurich;mb_13326;ADS;ADS3;7;7.54;4.11;noerror;NA;NA
weltentdecker-zurich;mb_13326;IDS;IDS3;8;5.35;3.23;noerror;NA;NA
weltentdecker-zurich;mb_13326;ADS;ADS2;9;5.16;2.99;noerror;NA;NA
weltentdecker-zurich;mb_13326;IDS;IDS2;10;4.29;2.22;noerror;NA;NA
weltentdecker-zurich;mb_13326;IDS;IDS4;11;6.10;1.98;noerror;NA;NA
weltentdecker-zurich;mb_13326;ADS;ADS4;12;4.35;2.26;noerror;NA;NA
weltentdecker-zurich;mb_13326;IDS;IDS6;13;7.99;5.37;error;parent intervention;parent points to screen
weltentdecker-zurich;mb_13326;ADS;ADS6;14;3.97;1.86;error;to fussy;NA
weltentdecker-zurich;mb_13326;IDS;IDS8;15;5.17;2.93;error;parent intervention;parent points to screen
weltentdecker-zurich;mb_13326;ADS;ADS8;16;10.36;6.07;error;parent intervention;parent points to screen
weltentdecker-zurich;mb_13333;training;train2;-2;16.95;14.95;noerror;NA;NA
weltentdecker-zurich;mb_13333;training;train1;-1;16.69;14.69;noerror;NA;NA
weltentdecker-zurich;mb_13333;ADS;ADS5;1;14.31;9.43;noerror;NA;NA
weltentdecker-zurich;mb_13333;IDS;IDS5;2;7.27;3.90;noerror;NA;NA
weltentdecker-zurich;mb_13333;IDS;IDS7;3;16.20;14.20;noerror;NA;NA
weltentdecker-zurich;mb_13333;ADS;ADS7;4;6.15;3.67;noerror;NA;NA
weltentdecker-zurich;mb_13333;IDS;IDS1;5;16.81;14.81;noerror;NA;NA
weltentdecker-zurich;mb_13333;ADS;ADS1;6;17.48;15.48;noerror;NA;NA
weltentdecker-zurich;mb_13333;IDS;IDS3;7;18.00;16.09;noerror;NA;NA
weltentdecker-zurich;mb_13333;ADS;ADS3;8;17.32;15.32;noerror;NA;NA
weltentdecker-zurich;mb_13333;IDS;IDS2;9;18.00;16.17;noerror;NA;NA
weltentdecker-zurich;mb_13333;ADS;ADS2;10;11.33;7.65;noerror;NA;NA
weltentdecker-zurich;mb_13333;ADS;ADS4;11;18.00;16.03;noerror;NA;NA
weltentdecker-zurich;mb_13333;IDS;IDS4;12;16.64;13.37;noerror;NA;NA
weltentdecker-zurich;mb_13333;ADS;ADS6;13;5.34;2.32;noerror;NA;NA
weltentdecker-zurich;mb_13333;IDS;IDS6;14;15.58;12.52;noerror;NA;NA
weltentdecker-zurich;mb_13333;ADS;ADS8;15;17.42;13.40;noerror;NA;NA
weltentdecker-zurich;mb_13333;IDS;IDS8;16;2.71;0.65;noerror;NA;NA
weltentdecker-zurich;mb_13394;training;train2;-2;14.62;11.59;noerror;NA;NA
weltentdecker-zurich;mb_13394;training;train1;-1;12.35;9.23;noerror;NA;NA
weltentdecker-zurich;mb_13394;ADS;ADS5;1;15.56;13.56;noerror;NA;NA
weltentdecker-zurich;mb_13394;IDS;IDS5;2;15.26;9.44;noerror;NA;NA
weltentdecker-zurich;mb_13394;IDS;IDS7;3;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_13394;ADS;ADS7;4;2.74;0.26;noerror;NA;NA
weltentdecker-zurich;mb_13394;IDS;IDS1;5;2.28;0.19;noerror;NA;NA
weltentdecker-zurich;mb_13394;ADS;ADS1;6;15.98;13.98;noerror;NA;NA
weltentdecker-zurich;mb_13394;IDS;IDS3;7;15.28;13.28;noerror;NA;NA
weltentdecker-zurich;mb_13394;ADS;ADS3;8;12.56;9.85;noerror;NA;NA
weltentdecker-zurich;mb_13394;IDS;IDS2;9;10.47;7.41;noerror;NA;NA
weltentdecker-zurich;mb_13394;ADS;ADS2;10;16.15;14.15;noerror;NA;NA
weltentdecker-zurich;mb_13394;ADS;ADS4;11;14.56;10.80;noerror;NA;NA
weltentdecker-zurich;mb_13394;IDS;IDS4;12;9.09;6.29;noerror;NA;NA
weltentdecker-zurich;mb_13394;ADS;ADS6;13;14.78;12.78;noerror;NA;NA
weltentdecker-zurich;mb_13394;IDS;IDS6;14;18.00;17.30;noerror;NA;NA
weltentdecker-zurich;mb_13394;ADS;ADS8;15;18.00;17.10;noerror;NA;NA
weltentdecker-zurich;mb_13394;IDS;IDS8;16;16.86;14.86;noerror;NA;NA
weltentdecker-zurich;mb_13439;training;train2;-2;17.41;15.41;noerror;NA;NA
weltentdecker-zurich;mb_13439;training;train1;-1;18.00;16.52;noerror;NA;NA
weltentdecker-zurich;mb_13439;ADS;ADS1;1;16.45;11.76;noerror;NA;NA
weltentdecker-zurich;mb_13439;IDS;IDS1;2;6.89;3.65;noerror;NA;NA
weltentdecker-zurich;mb_13439;ADS;ADS2;3;6.10;3.73;noerror;NA;NA
weltentdecker-zurich;mb_13439;IDS;IDS2;4;18.00;17.86;noerror;NA;NA
weltentdecker-zurich;mb_13439;IDS;IDS3;5;14.99;12.99;noerror;NA;NA
weltentdecker-zurich;mb_13439;ADS;ADS3;6;12.32;9.85;noerror;NA;NA
weltentdecker-zurich;mb_13439;ADS;ADS4;7;6.31;3.97;noerror;NA;NA
weltentdecker-zurich;mb_13439;IDS;IDS4;8;3.80;1.25;noerror;NA;NA
weltentdecker-zurich;mb_13439;IDS;IDS5;9;7.24;3.73;noerror;NA;NA
weltentdecker-zurich;mb_13439;ADS;ADS5;10;8.00;4.86;noerror;NA;NA
weltentdecker-zurich;mb_13439;IDS;IDS6;11;6.96;3.43;noerror;NA;NA
weltentdecker-zurich;mb_13439;ADS;ADS6;12;2.72;0.42;noerror;NA;NA
weltentdecker-zurich;mb_13439;ADS;ADS7;13;5.28;2.46;noerror;NA;NA
weltentdecker-zurich;mb_13439;IDS;IDS7;14;4.53;1.74;noerror;NA;NA
weltentdecker-zurich;mb_13439;IDS;IDS8;15;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_13439;ADS;ADS8;16;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_13447;training;train2;-2;15.86;13.86;noerror;NA;NA
weltentdecker-zurich;mb_13447;training;train1;-1;18.00;16.71;noerror;NA;NA
weltentdecker-zurich;mb_13447;ADS;ADS1;1;15.50;13.50;noerror;NA;NA
weltentdecker-zurich;mb_13447;IDS;IDS1;2;14.90;12.90;noerror;NA;NA
weltentdecker-zurich;mb_13447;ADS;ADS2;3;5.70;2.90;noerror;NA;NA
weltentdecker-zurich;mb_13447;IDS;IDS2;4;11.05;6.45;noerror;NA;NA
weltentdecker-zurich;mb_13447;IDS;IDS3;5;3.21;1.13;noerror;NA;NA
weltentdecker-zurich;mb_13447;ADS;ADS3;6;6.46;3.44;noerror;NA;NA
weltentdecker-zurich;mb_13447;ADS;ADS4;7;5.43;2.29;noerror;NA;NA
weltentdecker-zurich;mb_13447;IDS;IDS4;8;6.21;3.72;noerror;NA;NA
weltentdecker-zurich;mb_13447;IDS;IDS5;9;4.15;1.69;noerror;NA;NA
weltentdecker-zurich;mb_13447;ADS;ADS5;10;5.33;3.06;noerror;NA;NA
weltentdecker-zurich;mb_13447;IDS;IDS6;11;17.75;15.75;noerror;NA;NA
weltentdecker-zurich;mb_13447;ADS;ADS6;12;9.78;6.96;noerror;NA;NA
weltentdecker-zurich;mb_13447;ADS;ADS7;13;17.91;15.91;noerror;NA;NA
weltentdecker-zurich;mb_13447;IDS;IDS7;14;18.00;16.02;noerror;NA;NA
weltentdecker-zurich;mb_13447;IDS;IDS8;15;10.31;7.04;noerror;NA;NA
weltentdecker-zurich;mb_13447;ADS;ADS8;16;13.51;8.01;noerror;NA;NA
weltentdecker-zurich;mb_13474;training;train1;-2;5.07;2.97;noerror;NA;NA
weltentdecker-zurich;mb_13474;training;train2;-1;9.79;7.40;noerror;NA;NA
weltentdecker-zurich;mb_13474;IDS;IDS5;1;18.00;17.20;noerror;NA;NA
weltentdecker-zurich;mb_13474;ADS;ADS5;2;7.00;4.74;noerror;NA;NA
weltentdecker-zurich;mb_13474;ADS;ADS7;3;6.24;4.06;noerror;NA;NA
weltentdecker-zurich;mb_13474;IDS;IDS7;4;17.65;15.65;noerror;NA;NA
weltentdecker-zurich;mb_13474;ADS;ADS1;5;17.72;15.72;noerror;NA;NA
weltentdecker-zurich;mb_13474;IDS;IDS1;6;16.64;14.64;noerror;NA;NA
weltentdecker-zurich;mb_13474;ADS;ADS3;7;6.63;4.41;noerror;NA;NA
weltentdecker-zurich;mb_13474;IDS;IDS3;8;18.00;17.69;noerror;NA;NA
weltentdecker-zurich;mb_13474;ADS;ADS2;9;13.57;9.37;noerror;NA;NA
weltentdecker-zurich;mb_13474;IDS;IDS2;10;15.05;12.00;noerror;NA;NA
weltentdecker-zurich;mb_13474;IDS;IDS4;11;12.12;8.01;noerror;NA;NA
weltentdecker-zurich;mb_13474;ADS;ADS4;12;13.65;6.98;noerror;NA;NA
weltentdecker-zurich;mb_13474;IDS;IDS6;13;10.38;7.72;noerror;NA;NA
weltentdecker-zurich;mb_13474;ADS;ADS6;14;4.63;2.14;noerror;NA;NA
weltentdecker-zurich;mb_13474;IDS;IDS8;15;4.60;2.34;noerror;NA;NA
weltentdecker-zurich;mb_13474;ADS;ADS8;16;9.15;6.88;noerror;NA;NA
weltentdecker-zurich;mb_13490;training;train1;-2;8.06;5.37;noerror;NA;NA
weltentdecker-zurich;mb_13490;training;train2;-1;16.92;14.92;noerror;NA;NA
weltentdecker-zurich;mb_13490;IDS;IDS5;1;16.87;13.20;noerror;NA;NA
weltentdecker-zurich;mb_13490;ADS;ADS5;2;8.21;5.90;noerror;NA;NA
weltentdecker-zurich;mb_13490;ADS;ADS7;3;14.53;12.53;noerror;NA;NA
weltentdecker-zurich;mb_13490;IDS;IDS7;4;14.03;10.81;noerror;NA;NA
weltentdecker-zurich;mb_13490;ADS;ADS1;5;5.71;3.29;noerror;NA;NA
weltentdecker-zurich;mb_13490;IDS;IDS1;6;4.38;2.28;noerror;NA;NA
weltentdecker-zurich;mb_13490;ADS;ADS3;7;5.49;3.17;noerror;NA;NA
weltentdecker-zurich;mb_13490;IDS;IDS3;8;8.46;5.35;noerror;NA;NA
weltentdecker-zurich;mb_13490;ADS;ADS2;9;17.97;9.81;noerror;NA;NA
weltentdecker-zurich;mb_13490;IDS;IDS2;10;4.46;2.36;noerror;NA;NA
weltentdecker-zurich;mb_13490;IDS;IDS4;11;14.84;5.58;noerror;NA;NA
weltentdecker-zurich;mb_13490;ADS;ADS4;12;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_13490;IDS;IDS6;13;4.49;0.93;noerror;NA;NA
weltentdecker-zurich;mb_13490;ADS;ADS6;14;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_13490;IDS;IDS8;15;6.46;1.07;noerror;NA;NA
weltentdecker-zurich;mb_13490;ADS;ADS8;16;4.43;0.95;noerror;NA;NA
weltentdecker-zurich;mb_13498;training;train1;-2;15.27;13.27;noerror;NA;NA
weltentdecker-zurich;mb_13498;training;train2;-1;6.04;3.72;noerror;NA;NA
weltentdecker-zurich;mb_13498;IDS;IDS1;1;13.87;11.87;noerror;NA;NA
weltentdecker-zurich;mb_13498;ADS;ADS1;2;10.24;5.90;noerror;NA;NA
weltentdecker-zurich;mb_13498;IDS;IDS2;3;7.13;3.44;noerror;NA;NA
weltentdecker-zurich;mb_13498;ADS;ADS2;4;17.90;9.63;noerror;NA;NA
weltentdecker-zurich;mb_13498;ADS;ADS3;5;17.62;8.81;noerror;NA;NA
weltentdecker-zurich;mb_13498;IDS;IDS3;6;8.33;4.06;noerror;NA;NA
weltentdecker-zurich;mb_13498;IDS;IDS4;7;11.29;4.82;noerror;NA;NA
weltentdecker-zurich;mb_13498;ADS;ADS4;8;4.81;1.98;noerror;NA;NA
weltentdecker-zurich;mb_13498;ADS;ADS5;9;4.48;2.19;noerror;NA;NA
weltentdecker-zurich;mb_13498;IDS;IDS5;10;10.00;5.40;noerror;NA;NA
weltentdecker-zurich;mb_13498;ADS;ADS6;11;6.14;2.21;noerror;NA;NA
weltentdecker-zurich;mb_13498;IDS;IDS6;12;16.07;14.07;noerror;NA;NA
weltentdecker-zurich;mb_13498;IDS;IDS7;13;7.03;2.69;noerror;NA;NA
weltentdecker-zurich;mb_13498;ADS;ADS7;14;7.87;0.28;noerror;NA;NA
weltentdecker-zurich;mb_13498;ADS;ADS8;15;4.51;0.98;noerror;NA;NA
weltentdecker-zurich;mb_13498;IDS;IDS8;16;14.62;12.62;noerror;NA;NA
weltentdecker-zurich;mb_13510;training;train1;-2;18.00;16.33;noerror;NA;NA
weltentdecker-zurich;mb_13510;training;train2;-1;18.00;16.97;noerror;NA;NA
weltentdecker-zurich;mb_13510;IDS;IDS1;1;18.00;17.03;noerror;NA;NA
weltentdecker-zurich;mb_13510;ADS;ADS1;2;14.42;10.61;noerror;NA;NA
weltentdecker-zurich;mb_13510;IDS;IDS2;3;16.47;11.30;noerror;NA;NA
weltentdecker-zurich;mb_13510;ADS;ADS2;4;5.37;2.03;noerror;NA;NA
weltentdecker-zurich;mb_13510;ADS;ADS3;5;13.41;11.41;noerror;NA;NA
weltentdecker-zurich;mb_13510;IDS;IDS3;6;6.88;3.58;noerror;NA;NA
weltentdecker-zurich;mb_13510;IDS;IDS4;7;18.00;17.42;noerror;NA;NA
weltentdecker-zurich;mb_13510;ADS;ADS4;8;18.00;16.13;noerror;NA;NA
weltentdecker-zurich;mb_13510;ADS;ADS5;9;18.00;16.48;noerror;NA;NA
weltentdecker-zurich;mb_13510;IDS;IDS5;10;15.64;13.64;noerror;NA;NA
weltentdecker-zurich;mb_13510;ADS;ADS6;11;5.39;1.39;noerror;NA;NA
weltentdecker-zurich;mb_13510;IDS;IDS6;12;10.60;5.93;noerror;NA;NA
weltentdecker-zurich;mb_13510;IDS;IDS7;13;5.73;1.78;noerror;NA;NA
weltentdecker-zurich;mb_13510;ADS;ADS7;14;17.93;15.93;noerror;NA;NA
weltentdecker-zurich;mb_13510;ADS;ADS8;15;2.45;0.36;noerror;NA;NA
weltentdecker-zurich;mb_13510;IDS;IDS8;16;12.86;10.86;noerror;NA;NA
weltentdecker-zurich;mb_13563;training;train1;-2;15.10;13.10;noerror;NA;NA
weltentdecker-zurich;mb_13563;training;train2;-1;12.34;8.90;noerror;NA;NA
weltentdecker-zurich;mb_13563;IDS;IDS5;1;9.91;6.75;noerror;NA;NA
weltentdecker-zurich;mb_13563;ADS;ADS5;2;6.75;4.02;noerror;NA;NA
weltentdecker-zurich;mb_13563;ADS;ADS7;3;10.10;4.92;noerror;NA;NA
weltentdecker-zurich;mb_13563;IDS;IDS7;4;3.89;1.09;noerror;NA;NA
weltentdecker-zurich;mb_13563;ADS;ADS1;5;4.69;2.34;noerror;NA;NA
weltentdecker-zurich;mb_13563;IDS;IDS1;6;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_13563;ADS;ADS3;7;9.62;6.25;noerror;NA;NA
weltentdecker-zurich;mb_13563;IDS;IDS3;8;3.63;1.35;noerror;NA;NA
weltentdecker-zurich;mb_13563;ADS;ADS2;9;5.17;1.66;noerror;NA;NA
weltentdecker-zurich;mb_13563;IDS;IDS2;10;4.80;1.67;noerror;NA;NA
weltentdecker-zurich;mb_13563;IDS;IDS4;11;8.91;4.37;noerror;NA;NA
weltentdecker-zurich;mb_13563;ADS;ADS4;12;3.44;1.37;noerror;NA;NA
weltentdecker-zurich;mb_13563;IDS;IDS6;13;3.34;1.22;noerror;NA;NA
weltentdecker-zurich;mb_13563;ADS;ADS6;14;11.56;4.12;noerror;NA;NA
weltentdecker-zurich;mb_13563;IDS;IDS8;15;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_13563;ADS;ADS8;16;17.08;10.43;noerror;NA;NA
weltentdecker-zurich;mb_13629;training;train1;-2;17.39;15.39;noerror;NA;NA
weltentdecker-zurich;mb_13629;training;train2;-1;5.03;2.78;noerror;NA;NA
weltentdecker-zurich;mb_13629;IDS;IDS5;1;10.48;4.68;noerror;NA;NA
weltentdecker-zurich;mb_13629;ADS;ADS5;2;4.93;2.73;noerror;NA;NA
weltentdecker-zurich;mb_13629;ADS;ADS7;3;12.11;7.38;noerror;NA;NA
weltentdecker-zurich;mb_13629;IDS;IDS7;4;5.20;1.78;noerror;NA;NA
weltentdecker-zurich;mb_13629;ADS;ADS1;5;7.51;5.51;noerror;NA;NA
weltentdecker-zurich;mb_13629;IDS;IDS1;6;6.58;1.58;noerror;NA;NA
