lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type
isl-notredame,P42MB25,IDS,IDS7,13,3.209,5.225,noerror,NA
isl-notredame,P42MB25,ADS,ADS7,14,5.288,8.809,noerror,NA
isl-notredame,P42MB25,ADS,ADS8,15,14.189,17.833,noerror,NA
isl-notredame,P42MB25,IDS,IDS8,16,1.861,3.883,noerror,NA
isl-notredame,P43MB26,training,Train2,-2,7.02,10.219,noerror,NA
isl-notredame,P43MB26,training,Train1,-1,5.503,9.12,noerror,NA
isl-notredame,P43MB26,ADS,ADS1,1,12.083,16.616,noerror,NA
isl-notredame,P43MB26,IDS,IDS1,2,4.945,6.965,noerror,NA
isl-notredame,P43MB26,ADS,ADS2,3,4.84,6.858,noerror,NA
isl-notredame,P43MB26,IDS,IDS2,4,6.871,10.627,noerror,NA
isl-notredame,P43MB26,IDS,IDS3,5,8.305,11.687,noerror,NA
isl-notredame,P43MB26,ADS,ADS3,6,3.096,5.125,noerror,NA
isl-notredame,P43MB26,ADS,ADS4,7,3.134,5.152,noerror,NA
isl-notredame,P43MB26,IDS,IDS4,8,2.474,4.499,noerror,NA
isl-notredame,P43MB26,IDS,IDS5,9,5.882,7.9,noerror,NA
isl-notredame,P43MB26,ADS,ADS5,10,3.889,6.94,noerror,NA
isl-notredame,P43MB26,IDS,IDS6,11,2.875,4.895,noerror,NA
isl-notredame,P43MB26,ADS,ADS6,12,4.536,6.565,noerror,NA
isl-notredame,P43MB26,ADS,ADS7,13,0.568,2.572,noerror,NA
isl-notredame,P43MB26,IDS,IDS7,14,2.328,4.347,noerror,NA
isl-notredame,P43MB26,IDS,IDS8,15,4.796,6.825,noerror,NA
isl-notredame,P43MB26,ADS,ADS8,16,3.273,7.506,noerror,NA
isl-notredame,P44MB27,training,Train1,-2,16.078,18.025,noerror,NA
isl-notredame,P44MB27,training,Train2,-1,2.041,4.054,noerror,NA
isl-notredame,P44MB27,IDS,IDS5,1,13.129,16.504,noerror,NA
isl-notredame,P44MB27,ADS,ADS5,2,5.08,8.637,noerror,NA
isl-notredame,P44MB27,ADS,ADS7,3,2.94,5.928,noerror,NA
isl-notredame,P44MB27,IDS,IDS7,4,3.503,6.373,noerror,NA
isl-notredame,P44MB27,ADS,ADS1,5,3.423,5.456,noerror,NA
isl-notredame,P44MB27,IDS,IDS1,6,4.086,6.103,noerror,NA
isl-notredame,P44MB27,ADS,ADS3,7,2.561,4.566,noerror,NA
isl-notredame,P44MB27,IDS,IDS3,8,8.821,12.342,noerror,NA
isl-notredame,P44MB27,ADS,ADS2,9,5.839,7.846,noerror,NA
isl-notredame,P44MB27,IDS,IDS2,10,18.013,18.013,noerror,NA
isl-notredame,P44MB27,IDS,IDS4,11,3.99,6.01,noerror,NA
isl-notredame,P44MB27,ADS,ADS4,12,3.247,5.268,noerror,NA
isl-notredame,P44MB27,IDS,IDS6,13,2.717,4.736,noerror,NA
isl-notredame,P44MB27,ADS,ADS6,14,2.151,4.182,noerror,NA
isl-notredame,P44MB27,IDS,IDS8,15,4.589,8.035,noerror,NA
isl-notredame,P44MB27,ADS,ADS8,16,2.938,5.2,noerror,NA
isl-notredame,P45MB28,training,Train2,-2,7.304,9.805,noerror,NA
isl-notredame,P45MB28,training,Train1,-1,2.918,4.937,noerror,NA
isl-notredame,P45MB28,ADS,ADS5,1,6.084,8.105,noerror,NA
isl-notredame,P45MB28,IDS,IDS5,2,4.07,6.086,noerror,NA
isl-notredame,P45MB28,IDS,IDS7,3,9.535,15.17,noerror,NA
isl-notredame,P45MB28,ADS,ADS7,4,2.975,4.991,noerror,NA
isl-notredame,P45MB28,IDS,IDS1,5,3.177,5.188,noerror,NA
isl-notredame,P45MB28,ADS,ADS1,6,4.305,6.875,noerror,NA
isl-notredame,P45MB28,IDS,IDS3,7,13.79,17.287,noerror,NA
isl-notredame,P45MB28,ADS,ADS3,8,2.351,4.379,noerror,NA
isl-notredame,P45MB28,IDS,IDS2,9,1.422,3.434,noerror,NA
isl-notredame,P45MB28,ADS,ADS2,10,2.751,4.812,noerror,NA
isl-notredame,P45MB28,ADS,ADS4,11,6.907,9.177,noerror,NA
isl-notredame,P45MB28,IDS,IDS4,12,11.2,14.189,noerror,NA
isl-notredame,P45MB28,ADS,ADS6,13,1.704,4.525,noerror,NA
isl-notredame,P45MB28,IDS,IDS6,14,0.968,3,noerror,NA
isl-notredame,P45MB28,ADS,ADS8,15,2.468,5.971,noerror,NA
isl-notredame,P45MB28,IDS,IDS8,16,4.732,8.04,noerror,NA
isl-notredame,P46MB29,training,Train1,-2,18.019,18.019,noerror,NA
isl-notredame,P46MB29,training,Train2,-1,5.149,7.172,noerror,NA
isl-notredame,P46MB29,IDS,IDS1,1,16.159,18.018,noerror,NA
isl-notredame,P46MB29,ADS,ADS1,2,12.562,14.581,noerror,NA
isl-notredame,P46MB29,IDS,IDS2,3,18.027,18.027,noerror,NA
isl-notredame,P46MB29,ADS,ADS2,4,5.072,8.28,noerror,NA
isl-notredame,P46MB29,ADS,ADS3,5,1.349,3.371,noerror,NA
isl-notredame,P46MB29,IDS,IDS3,6,8.074,10.091,noerror,NA
isl-notredame,P46MB29,IDS,IDS4,7,15.681,18.018,noerror,NA
isl-notredame,P46MB29,ADS,ADS4,8,8.134,10.156,noerror,NA
isl-notredame,P46MB29,ADS,ADS5,9,3.688,5.7,noerror,NA
isl-notredame,P46MB29,IDS,IDS5,10,4.623,6.642,noerror,NA
isl-notredame,P46MB29,ADS,ADS6,11,2.035,6.508,noerror,NA
isl-notredame,P46MB29,IDS,IDS6,12,4.683,7.477,noerror,NA
isl-notredame,P46MB29,IDS,IDS7,13,14.253,17.378,noerror,NA
isl-notredame,P46MB29,ADS,ADS7,14,5.56,7.582,noerror,NA
isl-notredame,P46MB29,ADS,ADS8,15,2.868,5.819,noerror,NA
isl-notredame,P46MB29,IDS,IDS8,16,1.39,4.881,noerror,NA
isl-notredame,P47MB30,training,Train2,-2,14.351,18.027,noerror,NA
isl-notredame,P47MB30,training,Train1,-1,1.923,5.518,noerror,NA
isl-notredame,P47MB30,ADS,ADS1,1,3.152,5.659,noerror,NA
isl-notredame,P47MB30,IDS,IDS1,2,2.309,5.704,noerror,NA
isl-notredame,P47MB30,ADS,ADS2,3,4.58,7.684,noerror,NA
isl-notredame,P47MB30,IDS,IDS2,4,1.299,3.322,noerror,NA
isl-notredame,P47MB30,IDS,IDS3,5,3.018,6.077,noerror,NA
isl-notredame,P47MB30,ADS,ADS3,6,2.631,4.646,noerror,NA
isl-notredame,P47MB30,ADS,ADS4,7,2.371,4.389,noerror,NA
isl-notredame,P47MB30,IDS,IDS4,8,6.165,11.792,noerror,NA
isl-notredame,P47MB30,IDS,IDS5,9,1.071,3.086,noerror,NA
isl-notredame,P47MB30,ADS,ADS5,10,6.035,9.035,noerror,NA
isl-notredame,P47MB30,IDS,IDS6,11,3.463,5.477,noerror,NA
isl-notredame,P47MB30,ADS,ADS6,12,1.58,3.606,noerror,NA
isl-notredame,P47MB30,ADS,ADS7,13,2.439,4.458,noerror,NA
isl-notredame,P47MB30,IDS,IDS7,14,1.761,3.78,noerror,NA
isl-notredame,P47MB30,IDS,IDS8,15,4.986,7.012,noerror,NA
isl-notredame,P47MB30,ADS,ADS8,16,3.59,5.596,noerror,NA
isl-notredame,P48MB31,training,Train1,-2,16.413,18.02,noerror,NA
isl-notredame,P48MB31,training,Train2,-1,5.538,8.388,noerror,NA
isl-notredame,P48MB31,IDS,IDS5,1,4.271,6.31,noerror,NA
isl-notredame,P48MB31,ADS,ADS5,2,5.954,8.339,noerror,NA
isl-notredame,P48MB31,ADS,ADS7,3,1.215,3.222,noerror,NA
isl-notredame,P48MB31,IDS,IDS7,4,5.384,7.388,noerror,NA
isl-notredame,P48MB31,ADS,ADS1,5,4.884,7.716,noerror,NA
isl-notredame,P48MB31,IDS,IDS1,6,15.224,18.017,noerror,NA
isl-notredame,P48MB31,ADS,ADS3,7,5.996,12.133,noerror,NA
isl-notredame,P48MB31,IDS,IDS3,8,4.485,6.49,noerror,NA
isl-notredame,P48MB31,ADS,ADS2,9,2.24,4.258,noerror,NA
isl-notredame,P48MB31,IDS,IDS2,10,3.96,7.17,noerror,NA
isl-notredame,P48MB31,IDS,IDS4,11,3.615,5.621,noerror,NA
isl-notredame,P48MB31,ADS,ADS4,12,4.063,6.077,noerror,NA
isl-notredame,P48MB31,IDS,IDS6,13,3.027,5.041,noerror,NA
isl-notredame,P48MB31,ADS,ADS6,14,1.686,3.693,noerror,NA
isl-notredame,P48MB31,IDS,IDS8,15,13.129,17.806,noerror,NA
isl-notredame,P48MB31,ADS,ADS8,16,2.647,5.774,noerror,NA
isl-notredame,P50MB32,training,Train2,-2,13.407,15.439,noerror,NA
isl-notredame,P50MB32,training,Train1,-1,10.535,12.549,noerror,NA
isl-notredame,P50MB32,ADS,ADS5,1,12.972,18.03,noerror,NA
isl-notredame,P50MB32,IDS,IDS5,2,2.779,4.799,noerror,NA
isl-notredame,P50MB32,IDS,IDS7,3,12.026,16.633,noerror,NA
isl-notredame,P50MB32,ADS,ADS7,4,1.679,3.708,noerror,NA
isl-notredame,P50MB32,IDS,IDS1,5,3.495,5.509,noerror,NA
isl-notredame,P50MB32,ADS,ADS1,6,3.083,5.104,noerror,NA
isl-notredame,P50MB32,IDS,IDS3,7,3.132,5.142,noerror,NA
isl-notredame,P50MB32,ADS,ADS3,8,4.021,7.638,noerror,NA
isl-notredame,P50MB32,IDS,IDS2,9,0.952,2.971,error,baby unplugged headphones trial 9
isl-notredame,P50MB32,ADS,ADS2,10,0.351,2.381,error,baby unplugged headphones trial 9
isl-notredame,P50MB32,ADS,ADS4,11,7.869,9.888,error,baby unplugged headphones trial 9
isl-notredame,P50MB32,IDS,IDS4,12,4.228,6.571,error,baby unplugged headphones trial 9
isl-notredame,P50MB32,ADS,ADS6,13,2.326,4.903,error,baby unplugged headphones trial 9
isl-notredame,P50MB32,IDS,IDS6,14,0.881,2.895,error,baby unplugged headphones trial 9
isl-notredame,P50MB32,ADS,ADS8,15,3.444,6.517,error,baby unplugged headphones trial 9
isl-notredame,P50MB32,IDS,IDS8,16,4.071,6.077,error,baby unplugged headphones trial 9
