lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,notes,,
babylab-princeton,ManyBabies018,ADS,ADS2,3,1.841,3.848,noerror,NA,,,
babylab-princeton,ManyBabies018,IDS,IDS2,4,1.5,3.516,noerror,NA,,,
babylab-princeton,ManyBabies018,IDS,IDS3,5,0.792,2.803,noerror,NA,,,
babylab-princeton,ManyBabies018,ADS,ADS3,6,0.923,2.932,noerror,NA,,,
babylab-princeton,ManyBabies018,ADS,ADS4,7,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies018,IDS,IDS4,8,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies018,IDS,IDS5,9,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies018,ADS,ADS5,10,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies018,IDS,IDS6,11,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies018,ADS,ADS6,12,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies018,ADS,ADS7,13,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies018,IDS,IDS7,14,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies018,IDS,IDS8,15,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies018,ADS,ADS8,16,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies019,training,train1,-2,7.021,10.093,noerror,NA,,,
babylab-princeton,ManyBabies019,training,train2,-1,3.386,6.883,noerror,NA,,,
babylab-princeton,ManyBabies019,IDS,IDS5,1,8.805,11.819,noerror,NA,,,
babylab-princeton,ManyBabies019,ADS,ADS5,2,4.239,7.758,noerror,NA,,,
babylab-princeton,ManyBabies019,ADS,ADS7,3,3.72,6.703,noerror,NA,,,
babylab-princeton,ManyBabies019,IDS,IDS7,4,11.892,14.652,noerror,NA,,,
babylab-princeton,ManyBabies019,ADS,ADS1,5,2.187,5.414,noerror,NA,,,
babylab-princeton,ManyBabies019,IDS,IDS1,6,5.015,7.025,noerror,NA,,,
babylab-princeton,ManyBabies019,ADS,ADS3,7,1.791,3.799,noerror,NA,,,
babylab-princeton,ManyBabies019,IDS,IDS3,8,8.319,10.334,noerror,NA,,,
babylab-princeton,ManyBabies019,ADS,ADS2,9,1.903,5.277,noerror,NA,,,
babylab-princeton,ManyBabies019,IDS,IDS2,10,6.281,8.297,noerror,NA,,,
babylab-princeton,ManyBabies019,IDS,IDS4,11,2.527,4.544,noerror,NA,,,
babylab-princeton,ManyBabies019,ADS,ADS4,12,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies019,IDS,IDS6,13,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies019,ADS,ADS6,14,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies019,IDS,IDS8,15,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies019,ADS,ADS8,16,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies020,training,train2,-2,4.656,8.872,noerror,NA,,,
babylab-princeton,ManyBabies020,training,train1,-1,1.488,3.5,noerror,NA,,,
babylab-princeton,ManyBabies020,ADS,ADS5,1,5.023,8.04,noerror,NA,,,
babylab-princeton,ManyBabies020,IDS,IDS5,2,8.109,12.124,noerror,NA,,,
babylab-princeton,ManyBabies020,IDS,IDS7,3,1.224,3.234,noerror,NA,,,
babylab-princeton,ManyBabies020,ADS,ADS7,4,3.923,7.113,noerror,NA,,,
babylab-princeton,ManyBabies020,IDS,IDS1,5,14.805,18.036,noerror,NA,,,
babylab-princeton,ManyBabies020,ADS,ADS1,6,4.294,7.586,noerror,NA,,,
babylab-princeton,ManyBabies020,IDS,IDS3,7,5.081,9.421,noerror,NA,,,
babylab-princeton,ManyBabies020,ADS,ADS3,8,8.06,11.353,noerror,NA,,,
babylab-princeton,ManyBabies020,IDS,IDS2,9,2.383,5.97,noerror,NA,,,
babylab-princeton,ManyBabies020,ADS,ADS2,10,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies020,ADS,ADS4,11,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies020,IDS,IDS4,12,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies020,ADS,ADS6,13,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies020,IDS,IDS6,14,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies020,ADS,ADS8,15,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies020,IDS,IDS8,16,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies021,training,train1,-2,7.838,11.844,noerror,NA,,,
babylab-princeton,ManyBabies021,training,train2,-1,4.289,5.76,noerror,NA,,,
babylab-princeton,ManyBabies021,IDS,IDS1,1,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies021,ADS,ADS1,2,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies021,IDS,IDS2,3,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies021,ADS,ADS2,4,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies021,ADS,ADS3,5,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies021,IDS,IDS3,6,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies021,IDS,IDS4,7,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies021,ADS,ADS4,8,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies021,ADS,ADS5,9,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies021,IDS,IDS5,10,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies021,ADS,ADS6,11,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies021,IDS,IDS6,12,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies021,IDS,IDS7,13,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies021,ADS,ADS7,14,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies021,ADS,ADS8,15,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies021,IDS,IDS8,16,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies022,training,train2,-2,7.327,9.341,noerror,NA,,,
babylab-princeton,ManyBabies022,training,train1,-1,4.395,8.23,noerror,NA,,,
babylab-princeton,ManyBabies022,ADS,ADS1,1,1.296,3.318,noerror,NA,,,
babylab-princeton,ManyBabies022,IDS,IDS1,2,5.841,9.27,noerror,NA,,,
babylab-princeton,ManyBabies022,ADS,ADS2,3,4.766,6.771,noerror,NA,,,
babylab-princeton,ManyBabies022,IDS,IDS2,4,8.741,12.151,noerror,NA,,,
babylab-princeton,ManyBabies022,IDS,IDS3,5,6.953,12.029,noerror,NA,,,
babylab-princeton,ManyBabies022,ADS,ADS3,6,5.36,7.819,noerror,NA,,,
babylab-princeton,ManyBabies022,ADS,ADS4,7,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies022,IDS,IDS4,8,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies022,IDS,IDS5,9,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies022,ADS,ADS5,10,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies022,IDS,IDS6,11,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies022,ADS,ADS6,12,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies022,ADS,ADS7,13,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies022,IDS,IDS7,14,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies022,IDS,IDS8,15,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies022,ADS,ADS8,16,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies023,training,train1,-2,8.244,10.794,noerror,NA,,,
babylab-princeton,ManyBabies023,training,train2,-1,5.985,12.864,noerror,NA,,,
babylab-princeton,ManyBabies023,IDS,IDS5,1,5.125,8.472,noerror,NA,,,
babylab-princeton,ManyBabies023,ADS,ADS5,2,5.113,9.646,noerror,NA,,,
babylab-princeton,ManyBabies023,ADS,ADS7,3,3.01,5.02,noerror,NA,,,
babylab-princeton,ManyBabies023,IDS,IDS7,4,2.967,4.992,noerror,NA,,,
babylab-princeton,ManyBabies023,ADS,ADS1,5,4.451,8.025,noerror,NA,,,
babylab-princeton,ManyBabies023,IDS,IDS1,6,3.216,5.228,noerror,NA,,,
babylab-princeton,ManyBabies023,ADS,ADS3,7,4.694,6.707,noerror,NA,,,
babylab-princeton,ManyBabies023,IDS,IDS3,8,2.672,4.809,noerror,NA,,,
babylab-princeton,ManyBabies023,ADS,ADS2,9,1.885,3.895,noerror,NA,,,
babylab-princeton,ManyBabies023,IDS,IDS2,10,3.843,6.521,noerror,NA,,,
babylab-princeton,ManyBabies023,IDS,IDS4,11,1.135,3.142,noerror,NA,,,
babylab-princeton,ManyBabies023,ADS,ADS4,12,1.596,4.436,noerror,NA,,,
babylab-princeton,ManyBabies023,IDS,IDS6,13,1.046,3.052,noerror,NA,,,
babylab-princeton,ManyBabies023,ADS,ADS6,14,2.888,4.902,noerror,NA,,,
babylab-princeton,ManyBabies023,IDS,IDS8,15,5.552,7.657,noerror,NA,,,
babylab-princeton,ManyBabies023,ADS,ADS8,16,0.735,1.29,noerror,NA,,,
babylab-princeton,ManyBabies024,training,train2,-2,16.36,17.326,noerror,NA,,,
babylab-princeton,ManyBabies024,training,train1,-1,16.944,18.012,noerror,NA,,,
babylab-princeton,ManyBabies024,ADS,ADS5,1,14.826,18.035,noerror,NA,,,
babylab-princeton,ManyBabies024,IDS,IDS5,2,16.588,18.024,noerror,NA,,,
babylab-princeton,ManyBabies024,IDS,IDS7,3,18.061,18.059,noerror,NA,,,
babylab-princeton,ManyBabies024,ADS,ADS7,4,4.364,9.411,noerror,NA,,,
babylab-princeton,ManyBabies024,IDS,IDS1,5,16.221,18.012,noerror,NA,,,
babylab-princeton,ManyBabies024,ADS,ADS1,6,3.455,7.456,noerror,NA,,,
babylab-princeton,ManyBabies024,IDS,IDS3,7,16.725,18.033,noerror,NA,,,
babylab-princeton,ManyBabies024,ADS,ADS3,8,4.75,7.973,noerror,NA,,,
babylab-princeton,ManyBabies024,IDS,IDS2,9,12.739,17.218,noerror,NA,,,
babylab-princeton,ManyBabies024,ADS,ADS2,10,3.495,5.506,noerror,NA,,,
babylab-princeton,ManyBabies024,ADS,ADS4,11,0.997,3.006,noerror,NA,,,
babylab-princeton,ManyBabies024,IDS,IDS4,12,12.862,14.968,noerror,NA,,,
babylab-princeton,ManyBabies024,ADS,ADS6,13,18.01,18.008,noerror,NA,,,
babylab-princeton,ManyBabies024,IDS,IDS6,14,12.327,14.334,noerror,NA,,,
babylab-princeton,ManyBabies024,ADS,ADS8,15,18.035,18.031,noerror,NA,,,
babylab-princeton,ManyBabies024,IDS,IDS8,16,13.409,17.355,noerror,NA,,,
babylab-princeton,ManyBabies025,training,train1,-2,16.775,17.328,noerror,NA,,,
babylab-princeton,ManyBabies025,training,train2,-1,14.823,17.383,noerror,NA,,,
babylab-princeton,ManyBabies025,IDS,IDS1,1,8.994,12.343,noerror,NA,,,
babylab-princeton,ManyBabies025,ADS,ADS1,2,11,13.01,noerror,NA,,,
babylab-princeton,ManyBabies025,IDS,IDS2,3,10.872,12.897,noerror,NA,,,
babylab-princeton,ManyBabies025,ADS,ADS2,4,10.019,12.034,noerror,NA,,,
babylab-princeton,ManyBabies025,ADS,ADS3,5,7.4,9.403,noerror,NA,,,
babylab-princeton,ManyBabies025,IDS,IDS3,6,10.296,12.305,noerror,NA,,,
babylab-princeton,ManyBabies025,IDS,IDS4,7,8.896,12.658,noerror,NA,,,
babylab-princeton,ManyBabies025,ADS,ADS4,8,5.868,7.991,noerror,NA,,,
babylab-princeton,ManyBabies025,ADS,ADS5,9,5.398,9.131,noerror,NA,,,
babylab-princeton,ManyBabies025,IDS,IDS5,10,0.561,2.58,noerror,NA,,,
babylab-princeton,ManyBabies025,ADS,ADS6,11,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies025,IDS,IDS6,12,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies025,IDS,IDS7,13,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies025,ADS,ADS7,14,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies025,ADS,ADS8,15,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies025,IDS,IDS8,16,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies026,training,train2,-2,12.297,18.027,noerror,NA,,,
babylab-princeton,ManyBabies026,training,train1,-1,11.468,17.328,noerror,NA,,,
babylab-princeton,ManyBabies026,ADS,ADS1,1,15.921,18.036,noerror,NA,,,
babylab-princeton,ManyBabies026,IDS,IDS1,2,15.894,18.029,noerror,NA,,,
babylab-princeton,ManyBabies026,ADS,ADS2,3,13.123,18.077,noerror,NA,,,
babylab-princeton,ManyBabies026,IDS,IDS2,4,14.98,18.038,noerror,NA,,,
babylab-princeton,ManyBabies026,IDS,IDS3,5,16.041,18.019,noerror,NA,,,
babylab-princeton,ManyBabies026,ADS,ADS3,6,6.892,9.65,noerror,NA,,,
babylab-princeton,ManyBabies026,ADS,ADS4,7,11.487,15.998,noerror,NA,,,
babylab-princeton,ManyBabies026,IDS,IDS4,8,15.228,18.027,noerror,NA,,,
babylab-princeton,ManyBabies026,IDS,IDS5,9,9.272,15.737,noerror,NA,,,
babylab-princeton,ManyBabies026,ADS,ADS5,10,3.616,5.622,noerror,NA,,,
babylab-princeton,ManyBabies026,IDS,IDS6,11,3.496,6.809,noerror,NA,,,
babylab-princeton,ManyBabies026,ADS,ADS6,12,15.173,18.017,noerror,NA,,,
babylab-princeton,ManyBabies026,ADS,ADS7,13,3.654,5.677,noerror,NA,,,
babylab-princeton,ManyBabies026,IDS,IDS7,14,1.398,3.411,noerror,NA,,,
babylab-princeton,ManyBabies026,IDS,IDS8,15,9.458,14.341,noerror,NA,,,
babylab-princeton,ManyBabies026,ADS,ADS8,16,1.959,3.966,noerror,NA,,,
babylab-princeton,ManyBabies027,training,train1,-2,16.823,17.337,noerror,NA,,,
babylab-princeton,ManyBabies027,training,train2,-1,5.364,9.376,noerror,NA,,,
babylab-princeton,ManyBabies027,IDS,IDS5,1,18.031,18.029,noerror,NA,,,
babylab-princeton,ManyBabies027,ADS,ADS5,2,5.304,7.326,noerror,NA,,,
babylab-princeton,ManyBabies027,ADS,ADS7,3,7.557,9.565,noerror,NA,,,
babylab-princeton,ManyBabies027,IDS,IDS7,4,4.569,6.589,noerror,NA,,,
babylab-princeton,ManyBabies027,ADS,ADS1,5,3.303,5.317,noerror,NA,,,
babylab-princeton,ManyBabies027,IDS,IDS1,6,15.72,17.726,noerror,NA,,,
babylab-princeton,ManyBabies027,ADS,ADS3,7,4.552,6.567,noerror,NA,,,
babylab-princeton,ManyBabies027,IDS,IDS3,8,6.444,8.455,noerror,NA,,,
babylab-princeton,ManyBabies027,ADS,ADS2,9,4.123,7.955,noerror,NA,,,
babylab-princeton,ManyBabies027,IDS,IDS2,10,10.722,13.071,noerror,NA,,,
babylab-princeton,ManyBabies027,IDS,IDS4,11,4.864,6.876,noerror,NA,,,
babylab-princeton,ManyBabies027,ADS,ADS4,12,12.138,14.853,noerror,NA,,,
babylab-princeton,ManyBabies027,IDS,IDS6,13,4.72,8.552,noerror,NA,,,
babylab-princeton,ManyBabies027,ADS,ADS6,14,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies027,IDS,IDS8,15,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies027,ADS,ADS8,16,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies028,training,train2,-2,18.04,18.03,noerror,NA,,,
babylab-princeton,ManyBabies028,training,train1,-1,9.51,11.529,noerror,NA,,,
babylab-princeton,ManyBabies028,ADS,ADS5,1,14.329,18.031,noerror,NA,,,
babylab-princeton,ManyBabies028,IDS,IDS5,2,1.36,3.367,noerror,NA,,,
babylab-princeton,ManyBabies028,IDS,IDS7,3,1.447,3.563,noerror,NA,,,
babylab-princeton,ManyBabies028,ADS,ADS7,4,1.822,3.828,noerror,NA,,,
babylab-princeton,ManyBabies028,IDS,IDS1,5,10.729,14.498,noerror,NA,,,
babylab-princeton,ManyBabies028,ADS,ADS1,6,6.911,8.918,noerror,NA,,,
babylab-princeton,ManyBabies028,IDS,IDS3,7,14.703,17.947,noerror,NA,,,
babylab-princeton,ManyBabies028,ADS,ADS3,8,3.884,7.677,noerror,NA,,,
babylab-princeton,ManyBabies028,IDS,IDS2,9,17.563,18.019,noerror,NA,,,
babylab-princeton,ManyBabies028,ADS,ADS2,10,9.408,11.88,noerror,NA,,,
babylab-princeton,ManyBabies028,ADS,ADS4,11,1.908,3.917,noerror,NA,,,
babylab-princeton,ManyBabies028,IDS,IDS4,12,0.544,2.555,noerror,NA,,,
babylab-princeton,ManyBabies028,ADS,ADS6,13,6.871,8.88,noerror,NA,,,
babylab-princeton,ManyBabies028,IDS,IDS6,14,18.035,18.033,noerror,NA,,,
babylab-princeton,ManyBabies028,ADS,ADS8,15,18.035,18.033,noerror,NA,,,
babylab-princeton,ManyBabies028,IDS,IDS8,16,16.964,18.034,noerror,NA,,,
babylab-princeton,ManyBabies029,training,train1,-2,10.68,13.059,noerror,NA,,,
babylab-princeton,ManyBabies029,training,train2,-1,4.688,6.703,noerror,NA,,,
babylab-princeton,ManyBabies029,IDS,IDS1,1,17.19,18.036,noerror,NA,,,
babylab-princeton,ManyBabies029,ADS,ADS1,2,11.207,15.047,noerror,NA,,,
babylab-princeton,ManyBabies029,IDS,IDS2,3,4.84,6.851,noerror,NA,,,
babylab-princeton,ManyBabies029,ADS,ADS2,4,5.321,7.336,noerror,NA,,,
babylab-princeton,ManyBabies029,ADS,ADS3,5,5.135,7.144,noerror,NA,,,
babylab-princeton,ManyBabies029,IDS,IDS3,6,8.62,14.741,noerror,NA,,,
babylab-princeton,ManyBabies029,IDS,IDS4,7,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies029,ADS,ADS4,8,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies029,ADS,ADS5,9,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies029,IDS,IDS5,10,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies029,ADS,ADS6,11,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies029,IDS,IDS6,12,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies029,IDS,IDS7,13,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies029,ADS,ADS7,14,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies029,ADS,ADS8,15,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies029,IDS,IDS8,16,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies030,training,train2,-2,4.513,8.055,noerror,NA,,,
babylab-princeton,ManyBabies030,training,train1,-1,3.736,6.152,noerror,NA,,,
babylab-princeton,ManyBabies030,ADS,ADS1,1,3.945,7.923,noerror,NA,,,
babylab-princeton,ManyBabies030,IDS,IDS1,2,3.655,7.814,noerror,NA,,,
babylab-princeton,ManyBabies030,ADS,ADS2,3,2.93,6.313,noerror,NA,,,
babylab-princeton,ManyBabies030,IDS,IDS2,4,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies030,IDS,IDS3,5,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies030,ADS,ADS3,6,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies030,ADS,ADS4,7,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies030,IDS,IDS4,8,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies030,IDS,IDS5,9,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies030,ADS,ADS5,10,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies030,IDS,IDS6,11,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies030,ADS,ADS6,12,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies030,ADS,ADS7,13,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies030,IDS,IDS7,14,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies030,IDS,IDS8,15,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies030,ADS,ADS8,16,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies031,training,train1,-2,7.262,9.279,noerror,NA,,,
babylab-princeton,ManyBabies031,training,train2,-1,1.546,2.343,noerror,NA,,,
babylab-princeton,ManyBabies031,IDS,IDS5,1,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies031,ADS,ADS5,2,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies031,ADS,ADS7,3,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies031,IDS,IDS7,4,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies031,ADS,ADS1,5,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies031,IDS,IDS1,6,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies031,ADS,ADS3,7,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies031,IDS,IDS3,8,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies031,ADS,ADS2,9,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies031,IDS,IDS2,10,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies031,IDS,IDS4,11,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies031,ADS,ADS4,12,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies031,IDS,IDS6,13,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies031,ADS,ADS6,14,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies031,IDS,IDS8,15,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies031,ADS,ADS8,16,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies032,training,train2,-2,9.069,11.076,noerror,NA,,,
babylab-princeton,ManyBabies032,training,train1,-1,4.408,6.414,noerror,NA,,,
babylab-princeton,ManyBabies032,ADS,ADS5,1,4.713,6.726,noerror,NA,,,
babylab-princeton,ManyBabies032,IDS,IDS5,2,10.095,13.615,noerror,NA,,,
babylab-princeton,ManyBabies032,IDS,IDS7,3,10.593,17.563,noerror,NA,,,
babylab-princeton,ManyBabies032,ADS,ADS7,4,8.22,11.872,noerror,NA,,,
babylab-princeton,ManyBabies032,IDS,IDS1,5,5.18,7.943,noerror,NA,,,
babylab-princeton,ManyBabies032,ADS,ADS1,6,3.507,5.519,noerror,NA,,,
babylab-princeton,ManyBabies032,IDS,IDS3,7,9.688,11.692,noerror,NA,,,
babylab-princeton,ManyBabies032,ADS,ADS3,8,4.19,6.201,noerror,NA,,,
babylab-princeton,ManyBabies032,IDS,IDS2,9,10.701,13.716,noerror,NA,,,
babylab-princeton,ManyBabies032,ADS,ADS2,10,3.474,5.48,noerror,NA,,,
babylab-princeton,ManyBabies032,ADS,ADS4,11,4.441,6.455,noerror,NA,,,
babylab-princeton,ManyBabies032,IDS,IDS4,12,9.953,12.295,noerror,NA,,,
babylab-princeton,ManyBabies032,ADS,ADS6,13,0.679,2.686,noerror,NA,,,
babylab-princeton,ManyBabies032,IDS,IDS6,14,4.671,6.678,noerror,NA,,,
babylab-princeton,ManyBabies032,ADS,ADS8,15,10.641,13.459,noerror,NA,,,
babylab-princeton,ManyBabies032,IDS,IDS8,16,8.76,11.359,noerror,NA,,,
