lab;subid;trial_type;stimulus;trial_num;looking_time;total_trial_time;trial_error;trial_error_type;notes;;;;;;;;;;;;;;;;
babyling-oslo;OS_025;ADS;ADS1;2;0.27;3.73;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_025;IDS;IDS2;3;0.91;7.75;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_025;ADS;ADS2;4;1.08;4.44;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_025;ADS;ADS3;5;1.11;4.53;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_025;IDS;IDS3;6;0.00;3.80;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_025;IDS;IDS4;7;0.48;3.93;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_025;ADS;ADS4;8;0.61;3.85;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_025;ADS;ADS5;9;0.41;7.41;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_025;IDS;IDS5;10;1.16;5.27;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_025;ADS;ADS6;11;0.44;3.98;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_025;IDS;IDS6;12;0.00;8.58;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_025;IDS;IDS7;13;0.00;4.28;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_025;ADS;ADS7;14;0.00;4.40;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_025;ADS;ADS8;15;0.38;4.51;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_025;IDS;IDS8;16;0.00;5.38;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_026;training;train1;-2;3.05;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_026;training;train2;-1;1.79;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_026;IDS;IDS1;1;1.16;18.06;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_026;ADS;ADS1;2;2.82;16.90;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_026;IDS;IDS2;3;3.19;11.49;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_026;ADS;ADS2;4;2.85;15.16;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_026;ADS;ADS3;5;0.00;6.70;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_026;IDS;IDS3;6;1.64;15.63;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_026;IDS;IDS4;7;1.05;6.76;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_026;ADS;ADS4;8;1.53;10.79;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_026;ADS;ADS5;9;1.39;10.13;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_026;IDS;IDS5;10;3.07;9.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_026;ADS;ADS6;11;3.48;18.06;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_026;IDS;IDS6;12;1.71;10.43;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_026;IDS;IDS7;13;1.06;12.63;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_026;ADS;ADS7;14;2.66;18.06;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_026;ADS;ADS8;15;2.66;18.04;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_026;IDS;IDS8;16;0.54;17.58;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_028;training;train1;-2;0.53;14.77;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_028;training;train2;-1;1.36;7.30;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_028;IDS;IDS5;1;0.90;9.19;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_028;ADS;ADS5;2;0.22;18.04;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_028;ADS;ADS7;3;0.51;7.12;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_028;IDS;IDS7;4;1.34;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_028;ADS;ADS1;5;0.00;3.37;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_028;IDS;IDS1;6;0.33;9.47;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_028;ADS;ADS3;7;1.61;9.60;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_028;IDS;IDS3;8;1.28;10.07;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_028;ADS;ADS2;9;0.50;8.28;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_028;IDS;IDS2;10;0.67;5.13;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_028;IDS;IDS4;11;0.00;7.03;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_028;ADS;ADS4;12;0.72;6.00;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_028;IDS;IDS6;13;0.59;6.58;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_028;ADS;ADS6;14;0.54;8.98;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_028;IDS;IDS8;15;0.00;3.69;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_028;ADS;ADS8;16;0.77;5.49;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_029;training;train2;-2;8.61;13.64;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_029;training;train1;-1;1.56;5.14;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_029;ADS;ADS5 ;1;0.82;7.24;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_029;IDS;IDS5;2;1.85;7.53;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_029;IDS;IDS7;3;1.96;5.88;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_029;ADS;ADS7;4;0.52;0.12;error;experimenter error;The trial was accidentally skipped.;;;;;;;;;;;;;;;;
babyling-oslo;OS_029;IDS;IDS1;5;1.05;4.37;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_029;ADS;ADS1;6;1.39;5.52;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_029;IDS;IDS3;7;11.04;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_029;ADS;ADS3;8;1.60;4.85;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_029;IDS;IDS2;9;6.58;18.04;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_029;ADS;ADS2;10;0.47;4.87;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_029;ADS;ADS4;11;0.99;4.15;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_029;IDS;IDS4;12;6.13;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_029;ADS;ADS6;13;0.55;4.03;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_029;IDS;IDS6;14;1.43;3.89;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_029;ADS;ADS8;15;6.34;13.84;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_029;IDS;IDS8;16;3.58;7.83;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_030;training;train2;-2;8.90;18.08;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_030;training;train1;-1;3.05;12.99;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_030;ADS;ADS1;1;0.72;15.33;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_030;IDS;IDS1;2;7.37;16.11;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_030;ADS;ADS2;3;1.29;6.22;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_030;IDS;IDS2;4;0.37;4.98;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_030;IDS;IDS3;5;3.99;12.24;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_030;ADS;ADS3;6;1.91;10.09;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_030;ADS;ADS4;7;0.00;3.16;error;too fussy; The child was fussy, and the parent talked to soothe the child.;;;;;;;;;;;;;;;;
babyling-oslo;OS_030;IDS;IDS4;8;0.00;0.11;error;too fussy; The child was fussy, and the parent talked to soothe the child.;;;;;;;;;;;;;;;;
babyling-oslo;OS_030;IDS;IDS5;9;0.00;9.50;error;too fussy; The child was fussy, and the parent talked to soothe the child.;;;;;;;;;;;;;;;;
babyling-oslo;OS_030;ADS;ADS5;10;NC;NC;error;experiment ended early;;;;;;;;;;;;;;;;;
babyling-oslo;OS_030;IDS;IDS6;11;NC;NC;error;experiment ended early;;;;;;;;;;;;;;;;;
babyling-oslo;OS_030;ADS;ADS6;12;NC;NC;error;experiment ended early;;;;;;;;;;;;;;;;;
babyling-oslo;OS_030;ADS;ADS7;13;NC;NC;error;experiment ended early;;;;;;;;;;;;;;;;;
babyling-oslo;OS_030;IDS;IDS7;14;NC;NC;error;experiment ended early;;;;;;;;;;;;;;;;;
babyling-oslo;OS_030;IDS;IDS8;15;NC;NC;error;experiment ended early;;;;;;;;;;;;;;;;;
babyling-oslo;OS_030;ADS;ADS8;16;NC;NC;error;experiment ended early;;;;;;;;;;;;;;;;;
babyling-oslo;OS_031;training;train1;-2;9.91;18.03;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_031;training;train2;-1;5.77;18.04;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_031;IDS;IDS5;1;9.15;18.04;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_031;ADS;ADS5;2;2.32;9.01;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_031;ADS;ADS7;3;6.56;14.27;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_031;IDS;IDS7;4;8.32;18.06;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_031;ADS;ADS1;5;1.60;5.67;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_031;IDS;IDS1;6;11.87;16.53;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_031;ADS;ADS3;7;2.76;7.33;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_031;IDS;IDS3;8;2.17;7.47;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_031;ADS;ADS2;9;5.35;11.27;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_031;IDS;IDS2;10;2.03;5.66;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_031;IDS;IDS4;11;6.28;18.04;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_031;ADS;ADS4;12;3.17;7.89;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_031;IDS;IDS6;13;3.96;9.36;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_031;ADS;ADS6;14;5.11;12.07;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_031;IDS;IDS8;15;4.08;9.26;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_031;ADS;ADS8;16;1.66;9.50;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_032;training;train2;-2;11.83;18.04;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_032;training;train1;-1;12.67;18.08;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_032;ADS;ADS5 ;1;8.10;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_032;IDS;IDS5;2;5.16;16.09;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_032;IDS;IDS7;3;8.11;15.77;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_032;ADS;ADS7;4;8.01;14.50;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_032;IDS;IDS1;5;3.18;7.62;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_032;ADS;ADS1;6;6.99;17.72;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_032;IDS;IDS3;7;5.44;18.07;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_032;ADS;ADS3;8;6.57;18.08;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_032;IDS;IDS2;9;3.17;9.97;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_032;ADS;ADS2;10;5.80;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_032;ADS;ADS4;11;5.28;18.08;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_032;IDS;IDS4;12;6.66;15.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_032;ADS;ADS6;13;5.93;17.16;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_032;IDS;IDS6;14;4.55;18.04;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_032;ADS;ADS8;15;1.97;11.07;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_032;IDS;IDS8;16;9.70;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_033;training;train1;-2;0.59;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_033;training;train2;-1;1.68;6.52;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_033;IDS;IDS1;1;0.54;18.04;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_033;ADS;ADS1;2;1.94;16.52;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_033;IDS;IDS2;3;0.00;8.15;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_033;ADS;ADS2;4;0.60;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_033;ADS;ADS3;5;0.99;8.79;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_033;IDS;IDS3;6;2.63;18.08;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_033;IDS;IDS4;7;0.38;5.31;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_033;ADS;ADS4;8;0.85;10.31;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_033;ADS;ADS5;9;1.36;18.06;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_033;IDS;IDS5;10;0.53;7.85;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_033;ADS;ADS6;11;0.25;18.06;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_033;IDS;IDS6;12;0.00;18.06;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_033;IDS;IDS7;13;0.00;12.10;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_033;ADS;ADS7;14;0.00;8.36;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_033;ADS;ADS8;15;0.00;3.13;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_033;IDS;IDS8;16;0.21;7.20;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_034;training;train2;-2;3.92;11.57;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_034;training;train1;-1;2.42;5.94;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_034;ADS;ADS1;1;0.48;3.95;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_034;IDS;IDS1;2;0.43;3.85;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_034;ADS;ADS2;3;4.07;16.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_034;IDS;IDS2;4;1.17;7.49;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_034;IDS;IDS3;5;2.28;5.72;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_034;ADS;ADS3;6;2.12;10.82;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_034;ADS;ADS4;7;3.94;12.88;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_034;IDS;IDS4;8;3.00;7.46;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_034;IDS;IDS5;9;0.59;3.82;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_034;ADS;ADS5;10;1.70;9.36;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_034;IDS;IDS6;11;0.31;4.06;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_034;ADS;ADS6;12;0.80;5.58;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_034;ADS;ADS7;13;1.26;5.51;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_034;IDS;IDS7;14;0.82;3.96;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_034;IDS;IDS8;15;0.24;3.55;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_034;ADS;ADS8;16;0.25;3.22;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_035;training;train1;-2;2.17;12.34;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_035;training;train2;-1;1.00;5.88;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_035;IDS;IDS5;1;1.58;11.01;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_035;ADS;ADS5;2;1.18;7.28;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_035;ADS;ADS7;3;0.00;12.97;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_035;IDS;IDS7;4;1.79;8.45;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_035;ADS;ADS1;5;0.68;13.35;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_035;IDS;IDS1;6;0.50;7.35;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_035;ADS;ADS3;7;2.95;17.02;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_035;IDS;IDS3;8;2.00;16.44;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_035;ADS;ADS2;9;0.89;8.36;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_035;IDS;IDS2;10;0.79;6.15;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_035;IDS;IDS4;11;4.01;10.55;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_035;ADS;ADS4;12;0.87;5.36;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_035;IDS;IDS6;13;0.00;4.21;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_035;ADS;ADS6;14;0.00;8.24;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_035;IDS;IDS8;15;0.66;5.08;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_035;ADS;ADS8;16;1.35;8.14;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_036;training;train2;-2;4.49;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_036;training;train1;-1;2.94;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_036;ADS;ADS5 ;1;1.12;10.17;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_036;IDS;IDS5;2;0.00;6.11;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_036;IDS;IDS7;3;1.84;5.80;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_036;ADS;ADS7;4;0.20;3.73;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_036;IDS;IDS1;5;0.94;11.01;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_036;ADS;ADS1;6;0.68;3.49;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_036;IDS;IDS3;7;0.60;3.77;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_036;ADS;ADS3;8;0.93;7.23;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_036;IDS;IDS2;9;0.00;3.76;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_036;ADS;ADS2;10;0.34;6.84;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_036;ADS;ADS4;11;0.00;3.13;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_036;IDS;IDS4;12;0.28;10.65;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_036;ADS;ADS6;13;0.00;5.85;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_036;IDS;IDS6;14;0.00;3.47;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_036;ADS;ADS8;15;0.00;3.38;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_036;IDS;IDS8;16;0.00;3.28;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_038;training;train1;-2;10.54;18.03;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_038;training;train2;-1;2.92;7.58;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_038;IDS;IDS5;1;4.96;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_038;ADS;ADS5;2;2.01;12.14;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_038;ADS;ADS7;3;4.49;10.98;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_038;IDS;IDS7;4;5.57;18.04;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_038;ADS;ADS1;5;1.42;8.48;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_038;IDS;IDS1;6;1.75;11.08;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_038;ADS;ADS3;7;2.46;9.70;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_038;IDS;IDS3;8;3.34;9.37;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_038;ADS;ADS2;9;1.10;6.46;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_038;IDS;IDS2;10;1.96;18.02;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_038;IDS;IDS4;11;1.84;6.46;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_038;ADS;ADS4;12;0.22;4.83;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_038;IDS;IDS6;13;0.00;5.61;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_038;ADS;ADS6;14;0.91;6.95;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_038;IDS;IDS8;15;3.21;12.67;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_038;ADS;ADS8;16;0.60;9.61;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_039;training;train2;-2;5.13;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_039;training;train1;-1;2.23;8.90;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_039;ADS;ADS5 ;1;1.41;7.03;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_039;IDS;IDS5;2;1.66;15.76;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_039;IDS;IDS7;3;1.03;10.04;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_039;ADS;ADS7;4;0.00;6.91;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_039;IDS;IDS1;5;1.89;8.58;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_039;ADS;ADS1;6;1.72;10.29;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_039;IDS;IDS3;7;1.34;17.93;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_039;ADS;ADS3;8;1.55;7.47;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_039;IDS;IDS2;9;4.08;18.06;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_039;ADS;ADS2;10;0.00;4.37;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_039;ADS;ADS4;11;2.98;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_039;IDS;IDS4;12;3.41;18.06;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_039;ADS;ADS6;13;0.28;6.59;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_039;IDS;IDS6;14;0.31;10.10;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_039;ADS;ADS8;15;1.22;10.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_039;IDS;IDS8;16;1.75;8.04;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_040;training;train2;-2;13.34;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_040;training;train1;-1;12.39;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_040;ADS;ADS1;1;7.90;18.03;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_040;IDS;IDS1;2;3.33;10.99;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_040;ADS;ADS2;3;2.06;9.57;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_040;IDS;IDS2;4;2.73;8.14;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_040;IDS;IDS3;5;8.81;18.03;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_040;ADS;ADS3;6;3.18;13.09;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_040;ADS;ADS4;7;0.00;6.34;noerror;NA;NC;;;;;;;;;;;;;;;;
